,carYear,modelName,trimName,mileage,wheelSystem,exteriorColorName,fleet,hasAccidents,Date,daysOnMarket,ownerCount,price,msrpString,savingsRecommendation,serviceProviderName,sellerRating,dealScore,sellerCity,priceDifferential,expectedPrice,vehicleIdentifier
118,2017,Model S,75 RWD,25771.0,RWD,Silver,True,False,4/24/2019,11,1.0,50472.0,,Good Deal,Folsom Lake Toyota,4.44,1.084484089,"Folsom, CA",2672.0,53144,5YJSA1E14HF206562
119,2017,Model S,75 RWD,20863.0,RWD,Black,True,False,4/19/2019,15,1.0,51888.0,,Good Deal,Dublin Toyota,3.9,1.071904625,"Dublin, CA",2641.0,54529,5YJSA1E19HF218951
120,2017,Model S,75 RWD,24147.0,RWD,Silver,True,False,5/1/2019,4,1.0,50961.0,,Good Deal,Folsom Lake Toyota,4.44,1.071904625,"Folsom, CA",2641.0,53602,5YJSA1E10HF206560
121,2016,Model S,70D AWD,18810.0,AWD,Blue,False,False,4/5/2019,30,1.0,44995.0,,Good Deal,BM Motorcars,3.56,1.066295759,"Rahway, NJ",4054.0,49049,5YJSA1E20GF128062
122,2013,Model S,85 RWD,71425.0,RWD,Black,True,True,2/16/2019,78,2.0,29975.0,,Good Deal,World Class Automobiles,3.61,1.062373416,"South River, NJ",2728.0,32703,5YJSA1DN6DFP04096
123,2017,Model S,75 RWD,18519.0,RWD,Black,True,True,5/1/2019,4,1.0,49976.0,,Good Deal,Folsom Lake Toyota,4.44,1.058973433,"Folsom, CA",3102.0,53078,5YJSA1E11HF202761
124,2017,Model S,,28047.0,,White,False,False,4/30/2019,5,1.0,60995.0,,Good Deal,Indy Auto Man,4.05,1.057644161,"Indianapolis, IN",5616.0,66611,5YJSA1E27HF230735
125,2017,Model S,75D AWD,27859.0,AWD,Black,False,True,5/1/2019,4,1.0,58575.0,,Good Deal,Tom Naquin Auto Family,4.4,1.05602826,"Elkhart, IN",2647.0,61222,5YJSA1E2XHF192255
126,2015,Model S,70D AWD,27834.0,AWD,White,False,True,4/12/2019,23,1.0,38855.0,,Good Deal,Sam Jidd Luxury,4.12,1.055830327,"Des Plaines, IL",2776.0,41631,5YJSA1E26FF113936
127,2018,Model S,P100D AWD,1018.0,AWD,Gray,False,False,4/15/2019,19,1.0,114888.0,,Good Deal,Mancuso Motorsports,4.45,1.037808928,"Chicago, IL",9137.0,124025,5YJSA1E41JF258151
128,2016,Model S,70D AWD,34275.0,AWD,Blue,False,False,5/5/2019,0,1.0,42900.0,,Good Deal,H & H Auto Sales,4.73,1.0357865240000002,"Hicksville, NY",3938.0,46838,5YJSA1E21GF129334
129,2018,Model S,75D AWD,4793.0,AWD,Black,True,False,3/31/2019,34,1.0,60995.0,,Good Deal,"Galaxy Auto Group, Inc.",4.8,1.030967698,"San Diego, CA",3547.0,64542,5YJSA1E20JF280964
130,2018,Model S,75D AWD,13307.0,AWD,Black,True,False,10/23/2018,194,2.0,59000.0,74500.0,Good Deal,"LW Automotive, LLC",4.52,1.026317232,"Pittsburgh, PA",3531.0,62531,5YJSA1E26JF234216
131,2013,Model S,60 RWD,79278.0,RWD,Red,True,False,11/24/2018,162,1.0,29555.0,,Good Deal,Sam Jidd Luxury,4.12,1.026111574,"Des Plaines, IL",2205.0,31760,5YJSA1BG9DFP08986
132,2017,Model S,P100D AWD,12035.0,AWD,White,False,False,4/28/2019,7,1.0,101988.0,104998.0,Good Deal,Mercedes-Benz of Arcadia,4.5,1.0202607540000002,"Arcadia, CA",5717.0,107705,5YJSA1E4XHF185288
133,2018,Model S,75D AWD,13896.0,AWD,Black,True,False,4/17/2019,17,1.0,59995.0,,Good Deal,Mac Haik 45 Dodge Chrysler Jeep Ram Houston,4.08,1.018178917,"Houston, TX",3503.0,63498,5YJSA1E23JF248896
134,2014,Model S,60 RWD,61494.0,RWD,White,False,False,12/11/2018,145,2.0,31989.0,,Good Deal,Houston Direct Auto,3.53,1.015631488,"Houston, TX",3714.0,35703,5YJSA1S17EFP33110
135,2015,Model S,85D AWD,35841.0,AWD,White,False,False,4/18/2019,17,1.0,42990.0,84900.0,Good Deal,NextGear Motors,4.53,1.014893215,"Raleigh, NC",4911.0,47901,5YJSA1H26FFP75771
136,2016,Model S,75 RWD,25560.0,RWD,Gray,False,True,2/19/2019,75,1.0,50000.0,,Good Deal,Legend Auto Sales Inc,4.39,1.010030151,"Burien, WA",3205.0,53205,5YJSA1E18GF147983
137,2018,Model S,75D AWD,18268.0,AWD,Black,True,False,4/17/2019,17,1.0,58995.0,,Good Deal,Mac Haik 45 Dodge Chrysler Jeep Ram Houston,4.08,1.008877985,"Houston, TX",3471.0,62466,5YJSA1E24JF248793
138,2016,Model S,90D AWD,5909.0,AWD,Blue,False,False,4/11/2019,24,1.0,56930.0,,Good Deal,Plug-in Auto,3.58,1.005608732,"Pomona, CA",5177.0,62107,5YJSA1E22GF129746
139,2015,Model S,85 RWD,27675.0,RWD,Silver,False,False,1/7/2019,117,1.0,40999.0,,Good Deal,Off Lease Only Miami,4.04,1.004723777,"Opa Locka, FL",2792.0,43791,5YJSA1H19FF087626
140,2013,Model S,85 RWD,54620.0,RWD,Blue,False,False,4/4/2019,31,1.0,32995.0,,Good Deal,Zoom Auto Group,4.41,1.002026758,"Parsippany, NJ",2573.0,35568,5YJSA1CNXDFP12591
141,2017,Model S,75 RWD,21487.0,RWD,White,True,False,4/21/2019,14,1.0,51888.0,51888.0,Good Deal,Michael Stead Cadillac,4.67,1.000485729,"Walnut Creek, CA",2465.0,54353,5YJSA1E17HF206524
142,2013,Model S,Performance RWD,75716.0,RWD,White,False,False,5/4/2019,1,3.0,33888.0,,Good Deal,Platinum Auto Haus,4.56,0.9957216720000001,"Redondo Beach, CA",4271.0,38159,5YJSA1DP2DFP06252
143,2016,Model S,,12292.0,,Black,False,True,12/22/2018,133,2.0,49998.0,,Good Deal,Hgreg.com Orlando,3.52,0.995001512,"Orlando, FL",7291.0,57289,5YJSA1E24GF126282
144,2016,Model S,,34335.0,,Gray,False,True,4/5/2019,29,2.0,44998.0,,Good Deal,Subaru of Puyallup,4.47,0.992545232,"Puyallup, WA",7273.0,52271,5YJSA1E28GF129864
145,2013,Model S,85 RWD,49883.0,RWD,Blue,False,False,10/2/2018,214,2.0,33500.0,39995.0,Good Deal,Schoepp Motors Madison Northeast,3.55,0.988400093,"Madison, WI",2538.0,36038,5YJSA1CN1DFP08803
146,2017,Model S,75 RWD,13792.0,RWD,Black,True,True,4/24/2019,11,1.0,51976.0,,Good Deal,Folsom Lake Toyota,4.44,0.9883120540000001,"Folsom, CA",2435.0,54411,5YJSA1E13HF233848
147,2016,Model S,75D AWD,15877.0,AWD,Silver,False,False,4/29/2019,5,1.0,53968.0,,Good Deal,Current Automotive,4.93,0.981742125,"Naperville, IL",4662.0,58630,5YJSA1E25GF175393
148,2013,Model S,Performance RWD,54661.0,RWD,Black,True,False,1/7/2019,117,2.0,35995.0,,Good Deal,A to Z Autosports LLC,4.36,0.9734583240000001,"Madison, WI",3477.0,39472,5YJSA1DP0DFP17878
149,2015,Model S,85 RWD,21530.0,RWD,White,False,True,8/18/2018,260,1.0,43800.0,,Good Deal,United Imports,3.79,0.973420842,"San Jose, CA",2705.0,46505,5YJSA1H18FFP68053
150,2013,Model S,Performance RWD,78128.0,RWD,White,False,False,8/20/2018,257,3.0,33995.0,,Good Deal,Icon Auto Group,3.86,0.967859751,"Vallejo, CA",3457.0,37452,5YJSA1DP0DFP10347
151,2014,Model S,P85 RWD,43213.0,RWD,Blue,False,False,5/3/2019,1,1.0,39505.0,,Good Deal,Porsche Irvine,4.35,0.963160907,"Irvine, CA",2663.0,42168,5YJSA1H1XEFP36235
152,2014,Model S,P85 RWD,31105.0,RWD,Silver,False,False,4/27/2019,8,1.0,41000.0,,Good Deal,Carvana,4.42,0.960990985,"Houston, TX",2657.0,43657,5YJSA1H18EFP47914
153,2018,Model S,P100D AWD,12000.0,AWD,Black,False,False,4/10/2019,24,1.0,96998.0,,Good Deal,Land Rover Sudbury,4.68,0.95047067,"Sudbury, MA",8368.0,105366,5YJSA1E42JF271359
154,2016,Model S,70 RWD,24719.0,RWD,Blue,False,True,4/26/2019,9,1.0,39855.0,,Good Deal,Sam Jidd Luxury,4.12,0.948637863,"Des Plaines, IL",5041.0,44896,5YJSA1E12GF128944
155,2013,Model S,Performance RWD,99713.0,RWD,Gray,False,False,7/31/2018,277,2.0,30990.0,,Good Deal,New Milford Motors,4.67,0.947704888,"New Milford, CT",3385.0,34375,5YJSA1CP8DFP11506
156,2016,Model S,75 RWD,36222.0,RWD,Blue,False,False,3/23/2019,43,1.0,49999.0,,Good Deal,Las Vegas Auto Sports,4.49,0.9438640290000001,"Las Vegas, NV",2995.0,52994,5YJSA1E15GF158195
157,2017,Model S,90D AWD,32548.0,AWD,White,False,False,4/29/2019,5,1.0,64887.0,,Good Deal,Current Automotive,4.93,0.9393292109999999,"Naperville, IL",5005.0,69892,5YJSA1E23HF180240
158,2013,Model S,Performance RWD,21525.0,RWD,Silver,False,False,6/13/2018,325,1.0,40998.0,,Good Deal,Hanna Imports,3.88,0.9311890979999999,"Raleigh, NC",3326.0,44324,5YJSA1CP4DFP16038
159,2013,Model S,Performance RWD,38050.0,RWD,Black,False,False,4/25/2019,10,2.0,38999.0,,Good Deal,Team One Motorcars,4.48,0.9292295970000001,"Marietta, GA",3319.0,42318,5YJSA1DP5DFP07055
160,2014,Model S,85 RWD,33780.0,RWD,Black,False,False,9/3/2018,243,1.0,39950.0,39950.0,Good Deal,Medlin Hyundai,4.18,0.925746792,"Rocky Mount, NC",2566.0,42516,5YJSA1H1XEFP32542
161,2015,Model S,70 RWD,43826.0,RWD,Black,False,False,4/9/2019,25,2.0,38389.0,,Good Deal,Jaguar Land Rover Hoffman Estates,4.64,0.924209708,"Hoffman Estates, IL",2013.0,40402,5YJSA1E16FF119016
162,2015,Model S,60 RWD,31674.0,RWD,White,False,False,10/19/2018,197,1.0,39499.0,,Good Deal,Off Lease Only Palm Beach,4.25,0.913842189,"West Palm Beach, FL",2827.0,42326,5YJSA1S19FF081964
163,2016,Model S,P90D AWD,60668.0,AWD,Silver,False,False,1/4/2019,121,1.0,59999.0,,Good Deal,K&S Auto Sales,4.77,0.9125132109999999,"San Diego, CA",4330.0,64329,5YJSA1E40GF133070
164,2013,Model S,Performance RWD,58496.0,RWD,White,False,False,4/17/2019,17,2.0,37000.0,37000.0,Good Deal,DCH Toyota of Oxnard,4.11,0.90991452,"Oxnard, CA",3250.0,40250,5YJSA1CP4DFP11714
165,2013,Model S,Performance RWD,97100.0,RWD,Silver,False,False,4/21/2019,13,2.0,31900.0,,Good Deal,Luxury Motors of Bay Area,4.5,0.909634591,"Pleasanton, CA",3249.0,35149,5YJSA1DP7DFP07638
166,2014,Model S,85 RWD,46659.0,RWD,White,False,False,3/1/2019,64,1.0,36900.0,,Good Deal,Hallum Motors,4.65,0.9091531979999999,"Marion, AR",2520.0,39420,5YJSA1H13EFP40482
167,2013,Model S,60 RWD,71101.0,RWD,Black,False,True,4/9/2019,26,2.0,29995.0,,Good Deal,Highline Auto Sales,4.45,0.908877094,"Willowbrook, IL",1953.0,31948,5YJSA1DGXDFP16057
168,2014,Model S,P85D AWD,23674.0,AWD,Silver,False,True,4/6/2019,28,1.0,51995.0,,Good Deal,Highline Auto Sales,4.45,0.9076904020000001,"Willowbrook, IL",4003.0,55998,5YJSA1H29EFP62978
169,2015,Model S,85 RWD,39419.0,RWD,Red,False,False,8/15/2018,263,1.0,41800.0,,Good Deal,United Imports,3.79,0.907576736,"San Jose, CA",2522.0,44322,5YJSA1H18FF088041
170,2015,Model S,85D AWD,23305.0,AWD,Black,True,True,4/11/2019,23,2.0,43699.0,,Good Deal,MotorCars of Nashville,3.9,0.903508561,"Mt Juliet, TN",4372.0,48071,5YJSA1H20FF086731
171,2014,Model S,P85D AWD,24137.0,AWD,Blue,False,False,1/26/2019,98,2.0,53677.0,,Good Deal,iDrive1 Motorcars,4.56,0.901342412,"Carrollton, TX",3975.0,57652,5YJSA1H21EFP66345
172,2017,Model S,P100D AWD,4600.0,AWD,Red,False,False,10/11/2018,206,1.0,105999.0,,Good Deal,McLaren Chicago,4.92,0.896429583,"Chicago, IL",5023.0,111022,5YJSA1E41HF193554
173,2015,Model S,85 RWD,30166.0,RWD,Unknown,False,False,4/11/2019,23,1.0,40999.0,,Good Deal,The Taverna Collection,4.06,0.895343405,"Hollywood, FL",2488.0,43487,5YJSA1E11FF120302
174,2015,Model S,70 RWD,45925.0,RWD,Brown,False,False,5/2/2019,3,1.0,39999.0,,Good Deal,Las Vegas Auto Sports,4.49,0.8925322059999999,"Las Vegas, NV",1944.0,41943,5YJSA1E14FF116096
175,2016,Model S,70D AWD,44676.0,AWD,Black,False,False,4/6/2019,28,1.0,41995.0,,Good Deal,Highline Auto Sales,4.45,0.882977336,"Willowbrook, IL",3357.0,45352,5YJSA1E29GF130375
176,2014,Model S,60 RWD,38532.0,RWD,Gray,False,False,1/2/2019,123,1.0,35995.0,44500.0,Good Deal,Lexus of Bellevue,4.66,0.877835515,"Bellevue, WA",3210.0,39205,5YJSA1S10EFP51092
177,2012,Model S,,64870.0,,Gray,False,False,4/13/2019,22,2.0,31988.0,,Good Deal,Stevens Creek Toyota,4.58,0.877476113,"San Jose, CA",3182.0,35170,5YJSA1DN8CFP02686
178,2015,Model S,85D AWD,35116.0,AWD,Red,False,False,8/15/2018,263,1.0,43800.0,,Good Deal,United Imports,3.79,0.86651811,"San Jose, CA",4193.0,47993,5YJSA1H26FF090301
179,2014,Model S,,43636.0,,Gray,True,False,1/4/2019,120,1.0,37884.0,,Good Deal,Major Motor Cars,4.63,0.86621525,"Santa Monica, CA",3044.0,40928,5YJSA1H15EFP32707
180,2015,Model S,60 RWD,29537.0,RWD,Blue,False,False,3/14/2019,52,1.0,39995.0,,Good Deal,San Diego Auto Finder,4.12,0.864388357,"San Diego, CA",2674.0,42669,5YJSA1S1XFFP77006
181,2016,Model S,75 RWD,27538.0,RWD,Black,False,False,4/17/2019,17,1.0,48900.0,,Good Deal,Auto Merchants Inc.,4.1,0.863204375,"Plano, TX",2739.0,51639,5YJSA1E13GF160611
182,2013,Model S,85 RWD,58416.0,RWD,Black,False,False,5/1/2019,4,2.0,32990.0,,Good Deal,Georgia Auto World,4.32,0.857194777,"Marietta, GA",2201.0,35191,5YJSA1CN9DFP03445
183,2017,Model S,75 RWD,15621.0,RWD,Black,True,False,8/10/2018,268,1.0,53900.0,,Good Deal,Cerritos Mitsubishi,3.57,0.8552132029999999,"Cerritos, CA",2107.0,56007,5YJSA1E11HF202484
184,2013,Model S,60 RWD,34235.0,RWD,Black,True,False,12/13/2018,143,1.0,34977.0,44998.0,Good Deal,Miramar Car Center,4.43,0.8549120159999999,"San Diego, CA",1837.0,36814,5YJSA1CG1DFP19589
185,2015,Model S,P85D AWD,55903.0,AWD,Red,False,False,4/11/2019,24,1.0,47999.0,,Good Deal,Atlanta Autos,3.62,0.852287373,"Marietta, GA",5558.0,53557,5YJSA1H29FF088218
186,2016,Model S,75 RWD,13347.0,RWD,Unknown,False,True,4/25/2019,9,2.0,49999.0,,Good Deal,Performance Motors LLC,5.0,0.852176688,"Lindon, UT",2704.0,52703,5YJSA1E14GF159645
187,2015,Model S,85 RWD,40756.0,RWD,Black,False,False,8/18/2018,260,1.0,41800.0,,Good Deal,United Imports,3.79,0.848928707,"San Jose, CA",2359.0,44159,5YJSA1H16FF092010
188,2015,Model S,90D AWD,45744.0,AWD,White,False,False,1/24/2019,101,1.0,45999.0,,Good Deal,	 Drive A Dream,4.56,0.846763852,"Marietta, GA",3308.0,49307,5YJSA1E26FF115413
189,2013,Model S,85 RWD,42642.0,RWD,Red,False,False,3/14/2019,52,1.0,34589.0,41995.0,Good Deal,Auto Centrix,4.62,0.844346778,"Carrollton, TX",2168.0,36757,5YJSA1DN7DFP09548
190,2017,Model S,75 RWD,16183.0,RWD,Black,True,False,3/20/2019,45,1.0,53785.0,,Good Deal,AutoNation Chrysler Dodge Jeep Ram Bellevue,4.29,0.8377642679999999,"Bellevue, WA",2064.0,55849,5YJSA1E17HF202506
191,2015,Model S,60 RWD,30044.0,RWD,Black,False,False,9/18/2018,229,2.0,39999.0,,Good Deal,Modern Motorcars,4.6,0.836914005,"Nixa, MO",2589.0,42588,5YJSA1S17FFP71874
192,2018,Model S,75D AWD,12347.0,AWD,Black,True,False,4/13/2019,22,1.0,60990.0,68980.0,Good Deal,Kia of Huntington,4.88,0.835357483,"Huntington, NY",2874.0,63864,5YJSA1E2XJF234221
193,2016,Model S,P90D AWD,23077.0,AWD,Red,False,True,10/11/2018,205,1.0,66900.0,,Good Deal,Don Jackson Chrysler Dodge Jeep Ram,3.9,0.82001218,"Union City, GA",3891.0,70791,5YJSA1E45GF128270
194,2015,Model S,85D AWD,27435.0,AWD,Blue,False,False,10/30/2018,187,1.0,44995.0,52995.0,Good Deal,Richard Catena Auto Wholesalers,4.39,0.819608432,"Teterboro, NJ",3966.0,48961,5YJSA1H25FF098499
195,2015,Model S,85D AWD,30946.0,AWD,Unknown,True,False,4/10/2019,25,2.0,44555.0,,Good Deal,Sam Jidd Luxury,4.12,0.818988481,"Des Plaines, IL",3963.0,48518,5YJSA1E27FF109314
196,2017,Model S,60 RWD,16553.0,RWD,Blue,False,False,9/8/2018,239,1.0,49791.0,59991.0,Good Deal,Bellevue Nissan,4.25,0.8189769179999999,"Bellevue, WA",7689.0,57480,5YJSA1E11HF181250
197,2017,Model S,75 RWD,23401.0,RWD,Silver,True,False,3/13/2019,52,1.0,51800.0,56215.0,Good Deal,Capitol Buick GMC,3.78,0.81706902,"San Jose, CA",2013.0,53813,5YJSA1E14HF206528
198,2013,Model S,60 RWD,52805.0,RWD,Gray,False,False,4/22/2019,12,1.0,32990.0,,Good Deal,Lehigh Valley Imports,4.17,0.8097860459999999,"Bethlehem, PA",1740.0,34730,5YJSA1AG3DFP04904
199,2015,Model S,85D AWD,28200.0,AWD,Red,False,False,3/23/2019,43,1.0,44962.0,,Good Deal,Carbone Hyundai Yorkville,4.5,0.806382796,"Yorkville, NY",3902.0,48864,5YJSA4H24FFP73065
200,2015,Model S,70D AWD,50913.0,AWD,Black,False,False,4/19/2019,16,1.0,37877.0,,Good Deal,Wholesale Inc. Mt Juliet,4.03,0.805958506,"Mount Juliet, TN",2119.0,39996,5YJSA1E24FF106953
201,2016,Model S,90D AWD,18984.0,AWD,White,False,False,4/4/2019,31,1.0,54999.0,,Good Deal,World Auto,2.44,0.797383662,"Orlando, FL",4105.0,59104,5YJSA1E27GF160975
202,2017,Model S,90D AWD,17603.0,AWD,Black,True,False,2/12/2019,81,2.0,67988.0,,Good Deal,Chevrolet of Everett,4.15,0.793506444,"Everett, WA",4228.0,72216,5YJSA1E27HF186395
203,2015,Model S,85D AWD,22871.0,AWD,Unknown,False,True,11/27/2018,158,1.0,44299.0,,Good Deal,Off Lease Only Orlando,4.15,0.790677353,"Orlando, FL",3826.0,48125,5YJSA1H25FF099636
204,2014,Model S,P85 RWD,74885.0,RWD,Blue,True,False,10/5/2018,212,3.0,36800.0,,Good Deal,Preferred Imports,4.28,0.790652162,"Birmingham, AL",2186.0,38986,5YJSA1H1XEFP37403
205,2016,Model S,85D AWD,38191.0,AWD,Gray,True,False,3/6/2019,60,1.0,51989.0,59995.0,Good Deal,Auto Centrix,4.62,0.787604758,"Carrollton, TX",4310.0,56299,5YJSA1E24GF125889
206,2016,Model S,70D AWD,8318.0,AWD,Silver,True,False,4/7/2019,28,1.0,49989.0,55995.0,Good Deal,Auto Centrix,4.62,0.778036087,"Carrollton, TX",2958.0,52947,5YJSA1E29GF131946
207,2018,Model S,100D AWD,9000.0,,White,False,False,5/3/2019,2,1.0,79400.0,94000.0,Good Deal,,,0.7741201679999999,"Hutchinson, KS",2905.0,82305,5YJSA1E20JF284769
208,2017,Model S,100D AWD,16218.0,AWD,Red,False,False,4/18/2019,16,1.0,75209.0,,Good Deal,Exotic Motorsports of Oklahoma,4.89,0.770712928,"Edmond, OK",5257.0,80466,5YJSA1E20HF196685
209,2017,Model S,75 RWD,16363.0,RWD,Black,True,False,8/18/2018,260,1.0,53900.0,,Good Deal,South Coast Mitsubishi,3.74,0.770403265,"Costa Mesa, CA",1898.0,55798,5YJSA1E14HF202530
210,2013,Model S,Performance RWD,34536.0,RWD,Unknown,False,False,12/19/2018,136,1.0,39995.0,39995.0,Good Deal,Fam Vans,4.5,0.769950193,"Fountain Valley, CA",2750.0,42745,5YJSA1DPXDFP26300
211,2017,Model S,90D AWD,21557.0,AWD,Red,False,False,4/13/2019,22,1.0,66801.0,,Good Deal,Select Luxury Cars,4.44,0.7698595090000001,"Marietta, GA",4102.0,70903,5YJSA1E24HF189481
212,2013,Model S,60 RWD,26805.0,RWD,Black,False,False,3/23/2019,43,1.0,35995.0,,Good Deal,Nissan of New Rochelle,2.88,0.768847022,"New Rochelle, NY",1652.0,37647,5YJSA1AG9DFP04888
213,2015,Model S,P85D AWD,22948.0,AWD,Gray,True,False,4/6/2018,394,2.0,52995.0,,Good Deal,Subaru of Glendale,3.59,0.7687198470000001,"Glendale, CA",5013.0,58008,5YJSA1H26FFP78492
214,2014,Model S,60 RWD,67697.0,RWD,Gray,False,False,1/25/2019,100,2.0,31950.0,34900.0,Good Deal,Nohr's Auto Brokers,4.8,0.767653417,"Walnut Creek, CA",2807.0,34757,5YJSA1S19EFP43105
215,2013,Model S,Performance RWD,52468.0,RWD,Black,False,True,3/29/2019,36,3.0,35988.0,41925.0,Good Deal,Honda Cars of Rockwall,3.76,0.7646315490000001,"Rockwall, TX",2731.0,38719,5YJSA1DP4DFP05636
216,2014,Model S,60 RWD,40622.0,RWD,White,False,True,10/13/2018,204,2.0,36099.0,,Good Deal,Off Lease Only Miami,4.04,0.762185323,"Opa Locka, FL",2787.0,38886,5YJSA1S16EFP42901
217,2018,Model S,75D AWD,16606.0,AWD,Black,True,False,4/30/2019,4,1.0,59552.0,,Good Deal,Thrifty Car Sales - Reisterstown,4.6,0.760920055,"Reisterstown, MD",3306.0,62858,5YJSA1E21JF234222
218,2017,Model S,75 RWD,30315.0,RWD,Silver,True,False,4/1/2019,33,1.0,49992.0,,Good Deal,Chevrolet of Stevens Creek,3.69,0.759446957,"San Jose, CA",1871.0,51863,5YJSA1E18HF206547
219,2013,Model S,Performance RWD,88803.0,RWD,Blue,False,False,4/27/2019,8,1.0,32989.0,34995.0,Good Deal,Auto Centrix,4.62,0.758753047,"Carrollton, TX",2710.0,35699,5YJSA1DP6DFP04603
220,2016,Model S,75 RWD,40929.0,RWD,Silver,False,False,5/1/2019,3,1.0,45995.0,,Good Deal,Las Vegas Motorcars,4.85,0.75828381,"Las Vegas, NV",2406.0,48401,5YJSA1E14GF146233
221,2016,Model S,P90D AWD,11150.0,AWD,Red,False,False,3/26/2019,39,2.0,79000.0,,Good Deal,Priced Rite Auto,4.82,0.753217586,"Lincoln, NE",3574.0,82574,5YJSA1E43GF141843
222,2015,Model S,90D AWD,42763.0,AWD,Red,False,False,3/1/2019,64,1.0,46832.0,,Good Deal,Rocky Mountain Motors,4.67,0.751044077,"Idaho Falls, ID",2934.0,49766,5YJSA1E25FF111529
223,2017,Model S,75 RWD,19812.0,RWD,Silver,True,False,5/1/2019,4,1.0,52976.0,,Good Deal,Folsom Lake Toyota,4.44,0.750519595,"Folsom, CA",1849.0,54825,5YJSA1E15HF206540
224,2016,Model S,90D AWD,33268.0,AWD,White,False,False,1/4/2019,120,2.0,51979.0,,Good Deal,Major Motor Cars,4.63,0.7468813129999999,"Santa Monica, CA",3845.0,55824,5YJSA1E22GF119654
225,2012,Model S,Performance RWD,6590.0,RWD,White,True,False,9/25/2018,221,3.0,41900.0,,Good Deal,CarTopia,4.33,0.743236344,"North Plainfield, NJ",2157.0,44057,5YJSA1DPXCFS00280
226,2014,Model S,85 RWD,36000.0,RWD,Gray,False,False,2/2/2019,91,2.0,39800.0,,Good Deal,Rhino Motors Group,4.33,0.736724114,"San Ramon, CA",2042.0,41842,5YJSA1H11EFP60195
227,2017,Model S,75 RWD,23574.0,RWD,Black,True,False,4/11/2019,24,1.0,51950.0,,Good Deal,Plug-in Auto,3.58,0.7363169740000001,"Pomona, CA",1814.0,53764,5YJSA1E19HF202670
228,2016,Model S,75D AWD,22248.0,AWD,Unknown,False,False,12/21/2018,135,2.0,51795.0,,Good Deal,ALM Gwinnett,3.52,0.73220822,"Duluth, GA",3477.0,55272,5YJSA1E21GF168330
229,2013,Model S,Performance RWD,31893.0,RWD,Red,False,False,9/27/2018,220,1.0,39998.0,,Good Deal,Platinum Autos,3.95,0.730760181,"Bellevue, WA",2610.0,42608,5YJSA1CP0DFP09457
230,2014,Model S,60 RWD,35497.0,RWD,Gray,False,False,10/12/2018,205,2.0,36999.0,,Good Deal,South Coast Mitsubishi,3.74,0.729923568,"Costa Mesa, CA",2669.0,39668,5YJSA1S12EFP44791
231,2015,Model S,85D AWD,19692.0,AWD,Gray,False,True,11/27/2018,158,1.0,44998.0,,Good Deal,Hgreg.com Orlando,3.52,0.729095485,"Orlando, FL",3528.0,48526,5YJSA1H27FFP78114
232,2016,Model S,75D AWD,12265.0,AWD,Silver,False,False,3/14/2019,51,1.0,53954.0,,Good Deal,Volvo Cars White Plains,4.0,0.722311094,"White Plains, NY",3430.0,57384,5YJSA1E25GF161266
233,2017,Model S,P100D AWD,24798.0,AWD,Unknown,False,False,3/20/2019,46,2.0,97998.0,,Good Deal,Morrie's Luxury Auto,4.55,0.7158573290000001,"Golden Valley, MN",4011.0,102009,5YJSA1E44HF200903
234,2018,Model S,75D AWD,14485.0,AWD,Black,True,False,4/20/2019,15,1.0,59791.0,60991.0,Good Deal,Penske Honda Ontario,3.67,0.71560799,"Ontario, CA",2462.0,62253,5YJSA1E28JF248943
235,2017,Model S,75 RWD,16887.0,RWD,White,True,False,5/1/2019,4,1.0,53900.0,,Good Deal,Winn Volkswagen,4.5,0.710346466,"Newark, CA",1750.0,55650,5YJSA1E11HF218927
236,2012,Model S,Signature Performance RWD,53605.0,RWD,White,False,False,5/2/2019,2,3.0,35990.0,,Good Deal,Nesh Auto Sales,4.35,0.710150738,"Decatur, GA",1942.0,37932,5YJSA1DP3CFS00962
237,2015,Model S,85 RWD,58773.0,RWD,Black,False,False,5/2/2019,3,2.0,39995.0,,Good Deal,Imperial Highline,4.24,0.7075257909999999,"Manassas, VA",1966.0,41961,5YJSA1E14FF112307
238,2014,Model S,,44144.0,,Unknown,False,True,2/2/2019,92,1.0,37500.0,69900.0,Good Deal,Merchants Auto Group,5.0,0.706036595,"Cicero, IN",2481.0,39981,5YJSA1H15EFP36790
239,2014,Model S,60 RWD,41387.0,RWD,Black,False,False,11/14/2018,172,1.0,36190.0,,Good Deal,Houston Direct Auto,3.53,0.705590548,"Houston, TX",2580.0,38770,5YJSA1S10EFP41288
240,2013,Model S,60 RWD,63810.0,RWD,Blue,False,False,4/19/2019,16,3.0,31990.0,33417.0,Good Deal,Sheehy Hyundai,4.0,0.700460242,"Waldorf, MD",1505.0,33495,5YJSA1BG0DFP09671
241,2015,Model S,,26431.0,,White,False,False,4/19/2019,16,1.0,43999.0,,Good Deal,1st Choice Autos,4.48,0.7004389409999999,"Smyrna, GA",3356.0,47355,5YJSA1E23FF108564
242,2018,Model S,75D AWD,1650.0,AWD,Black,True,False,4/28/2019,7,1.0,63999.0,,Good Deal,Platinum Motors,5.0,0.6949715479999999,"San Bruno, CA",2391.0,66390,5YJSA1E26JF293542
243,2016,Model S,75D AWD,31623.0,AWD,Unknown,False,False,4/21/2019,14,2.0,49991.0,49991.0,Good Deal,Manheim Imports,4.77,0.694514913,"Manheim, PA",3298.0,53289,5YJSA1E20GF152393
