,carYear,modelName,trimName,mileage,wheelSystem,exteriorColorName,fleet,hasAccidents,Date,daysOnMarket,ownerCount,price,msrpString,savingsRecommendation,serviceProviderName,sellerRating,dealScore,sellerCity,priceDifferential,expectedPrice,vehicleIdentifier
553,2015,Model S,85D AWD,40938.0,AWD,White,False,False,4/18/2019,16,1.0,47000.0,,Fair Deal,Reserve Auto Group,4.76,0.053554792000000004,"The Colony, TX",259.0,47259,5YJSA1H28FF081759
554,2014,Model S,85 RWD,24252.0,RWD,Gray,False,False,3/8/2019,57,1.0,43699.0,,Fair Deal,MotorCars of Nashville,3.9,0.053140194,"Mt Juliet, TN",147.0,43846,5YJSA1H14EFP57095
555,2018,Model S,75D AWD,17407.0,AWD,Black,True,False,4/19/2019,16,1.0,61395.0,65873.0,Fair Deal,Avondale Mitsubishi,3.58,0.048847466,"Avondale, AZ",168.0,61563,5YJSA1E29JF248725
556,2015,Model S,P85D AWD,52172.0,AWD,Black,True,False,3/26/2019,39,1.0,54999.0,,Fair Deal,Performance Motors LLC,5.0,0.048659105999999994,"Lindon, UT",317.0,55316,5YJSA1H23FFP68499
557,2014,Model S,,49870.0,,Silver,False,False,7/11/2018,297,2.0,39869.0,,Fair Deal,Nissan of Duarte,3.17,0.046544372,"Duarte, CA",163.0,40032,5YJSA1H15EFP52732
558,2012,Model S,Performance RWD,64085.0,RWD,Blue,False,False,5/1/2019,4,2.0,35841.0,,Fair Deal,East Bay BMW MINI,4.52,0.0463745,"Pleasanton, CA",134.0,35975,5YJSA1CP3CFP02808
559,2017,Model S,P100D AWD,31203.0,AWD,Black,True,True,1/11/2019,113,1.0,98895.0,,Fair Deal,A to Z Autosports LLC,4.36,0.045848615999999995,"Madison, WI",256.0,99151,5YJSA1E48HF179201
560,2014,Model S,,57082.0,,Gray,False,True,1/26/2019,98,1.0,37999.0,,Fair Deal,South County Chrysler Dodge Jeep Ram,3.87,0.035164006,"Gilroy, CA",123.0,38122,5YJSA1H11EFP52470
561,2016,Model S,P100D AWD,27529.0,AWD,Red,False,False,4/27/2019,8,1.0,87998.0,87998.0,Fair Deal,Ciocca Chevrolet of Princeton,4.44,0.034447757999999995,"Lawrenceville, NJ",219.0,88217,5YJSA1E42GF169536
562,2016,Model S,85D AWD,42000.0,AWD,Blue,False,True,3/27/2019,38,1.0,44888.0,,Fair Deal,Cars Galore Inc,4.89,0.033355719,"Fremont, CA",182.0,45070,5YJSA1E20GF129101
563,2015,Model S,P85D AWD,25307.0,AWD,Unknown,False,True,4/6/2019,28,1.0,58490.0,,Fair Deal,Discovery Auto Center,4.52,0.032865611,"Tampa, FL",214.0,58704,5YJSA1H22FFP80028
564,2015,Model S,60 RWD,64193.0,RWD,White,False,True,11/25/2018,160,1.0,36999.0,,Fair Deal,Monaco Motor Group,4.92,0.031753903,"Orlando, FL",98.0,37097,5YJSA1S10FFP77290
565,2018,Model S,P100D AWD,8434.0,AWD,Black,False,False,2/7/2019,87,1.0,108000.0,135000.0,Fair Deal,,,0.031090697999999996,"Henderson, NV",273.0,108273,5YJSA1E49JF240061
566,2015,Model S,85D AWD,30680.0,AWD,Black,False,True,1/29/2019,95,1.0,46991.0,,Fair Deal,Legend Auto Sales Inc,4.39,0.03102988,"Burien, WA",150.0,47141,5YJSA1E21FF112743
567,2015,Model S,70D AWD,24115.0,AWD,Black,False,False,3/22/2019,44,1.0,44999.0,,Fair Deal,Carizona,4.35,0.030861443,"Chandler, AZ",81.0,45080,5YJSA1E21FF111933
568,2016,Model S,75D AWD,19156.0,,Gray,False,False,10/2/2018,215,1.0,57800.0,,Fair Deal,Ultimo Motors West,4.73,0.028670011000000002,"Warrenville, IL",136.0,57936,5YJSA1E2XGF154877
569,2015,Model S,85D AWD,41940.0,AWD,White,False,False,4/8/2019,26,4.0,47000.0,47000.0,Fair Deal,Carbiz Greater Washington DC,4.62,0.027516821,"Laurel, MD",133.0,47133,5YJSA1H28FF096844
570,2015,Model S,P85D AWD,20500.0,AWD,Silver,False,False,4/30/2019,5,1.0,56197.0,104500.0,Fair Deal,,,0.024892195,"Boring, OR",162.0,56359,5YJSA1E20FF105380
571,2014,Model S,P85 RWD,50000.0,RWD,Black,False,False,3/21/2019,44,2.0,39500.0,93400.0,Fair Deal,,,0.023223322999999997,"Milpitas, CA",64.0,39564,5YJSA1H13EFP63051
572,2013,Model S,Performance RWD,81260.0,RWD,Red,False,False,4/13/2019,22,1.0,36999.0,69900.0,Fair Deal,Alexander Auto,4.54,0.020581187,"San Ramon, CA",73.0,37072,5YJSA1CP9DFP27052
573,2015,Model S,85D AWD,20541.0,AWD,Black,False,False,1/18/2019,107,3.0,49755.0,50997.0,Fair Deal,Power Ford,3.8,0.015324438000000001,"Albuquerque, NM",74.0,49829,5YJSA1E26FF119140
574,2017,Model S,P100D AWD,6934.0,AWD,White,False,False,9/24/2018,222,3.0,109900.0,,Fair Deal,Lake Forest Sportscars,4.8,0.014623177,"Lake Bluff, IL",81.0,109981,5YJSA1E46HF212910
575,2015,Model S,85D AWD,46471.0,AWD,White,False,False,6/5/2018,334,1.0,46495.0,,Fair Deal,Georgia Luxury Cars,4.22,0.013877883999999998,"Marietta, GA",67.0,46562,5YJSA1H2XFFP70847
576,2015,Model S,70D AWD,23789.0,AWD,Blue,True,True,8/5/2018,273,1.0,44995.0,,Fair Deal,Auto Expo,3.98,0.012986289,"Great Neck, NY",34.0,45029,5YJSA1S2XFF089662
577,2014,Model S,60 RWD,48131.0,RWD,Black,False,False,4/11/2019,24,2.0,37697.0,,Fair Deal,North American Auto Group Imports of Baton Rouge,3.4,0.012236206999999999,"Baton Rouge, LA",44.0,37741,5YJSA1S14EFP29919
578,2017,Model S,75D AWD,21266.0,AWD,Gray,False,False,4/17/2019,17,1.0,63000.0,,Fair Deal,Courtesy Acura,4.81,0.010412474,"Littleton, CO",26.0,63026,5YJSA1E27HF225339
579,2017,Model S,100D AWD,17209.0,AWD,Gray,False,False,4/27/2019,8,1.0,76999.0,,Fair Deal,Covert Chrysler Dodge Jeep Ram-Austin,4.42,0.009966883000000001,"Austin, TX",67.0,77066,5YJSA1E29HF208767
580,2012,Model S,Signature RWD,74095.0,RWD,White,False,False,3/24/2019,42,3.0,34995.0,,Fair Deal,	 Insight Motors LLC,4.93,0.008430046,"Tempe, AZ",33.0,35028,5YJSA1DN6CFS00193
581,2018,Model S,,15261.0,,Black,True,False,4/24/2019,11,1.0,62987.0,,Fair Deal,Schukei Volkswagen,4.8,0.008307406,"Mason City, IA",63.0,63050,5YJSA1E29JF248675
582,2015,Model S,P90D AWD,26198.0,AWD,Unknown,False,False,5/2/2019,2,1.0,62645.0,,Fair Deal,Wilkins Automotive,4.5,0.005147899,"Glen Burnie, MD",29.0,62674,5YJSA1E45FF114545
583,2013,Model S,85 RWD,49219.0,RWD,Blue,True,True,3/31/2018,399,1.0,34900.0,34900.0,Fair Deal,Xcelerate Exchange,4.42,0.003386889,"Frisco, TX",8.0,34908,5YJSA1DN8DFP21790
584,2012,Model S,Performance RWD,22587.0,RWD,Silver,False,False,2/4/2019,90,1.0,41800.0,,Fair Deal,AutoLinx Inc.,4.67,0.00297134,"Vallejo, CA",8.0,41808,5YJSA1DP6CFP02431
585,2018,Model S,,18596.0,,Black,True,False,4/19/2019,16,1.0,60990.0,82103.0,Fair Deal,Carmania,4.14,0.001719089,"Plano, TX",13.0,61003,5YJSA1E24JF248714
586,2016,Model S,70D AWD,28972.0,AWD,Blue,False,True,2/24/2019,70,1.0,47995.0,,Fair Deal,A to Z Autosports LLC,4.36,-0.000475435,"Madison, WI",2.0,47993,5YJSA1E22GF130055
587,2014,Model S,P85 RWD,42409.0,RWD,Brown,True,True,8/5/2018,273,2.0,42990.0,,Fair Deal,ALM - Kennesaw,4.04,-0.003900694,"Kennesaw, GA",11.0,42979,5YJSA1H14EFP43469
588,2016,Model S,90D AWD,34230.0,AWD,Red,False,True,1/27/2019,97,1.0,51995.0,,Fair Deal,Freeman Motor Company,4.67,-0.00424401,"Portland, OR",22.0,51973,5YJSA1E29GF134197
589,2014,Model S,60 RWD,51720.0,RWD,Gray,True,False,8/28/2018,250,2.0,35585.0,,Fair Deal,Leckner Chrysler Dodge Jeep RAM,4.09,-0.00498829,"King George, VA",19.0,35566,5YJSA1S19EFP37708
590,2017,Model S,100D AWD,24441.0,AWD,Black,False,False,4/22/2019,13,2.0,77701.0,,Fair Deal,iAutoAgent,5.0,-0.010114468,"Chesterfield, MO",70.0,77631,5YJSA1E21HF198851
591,2013,Model S,60 RWD,50846.0,RWD,Brown,False,False,4/24/2019,11,2.0,34995.0,34995.0,Fair Deal,Black Label Auto Firm,4.1,-0.02062485,"Riverside, CA",45.0,34950,5YJSA1CG5DFP18154
592,2013,Model S,85 RWD,50878.0,RWD,Silver,False,False,4/20/2019,15,1.0,35995.0,,Fair Deal,Big Valley Auto Sales,3.0,-0.021530441,"Sun Valley, CA",56.0,35939,5YJSA1CNXDFP21548
593,2014,Model S,,43696.0,,Blue,True,False,12/19/2018,137,1.0,40997.0,69900.0,Fair Deal,Thiel Motor Sales of De Witt,4.5,-0.022022335,"De Witt, IA",78.0,40919,5YJSA1H13EFP53331
594,2013,Model S,85 RWD,105189.0,RWD,White,False,False,4/12/2019,23,2.0,31988.0,,Fair Deal,Chicago Auto Warehouse,4.9,-0.024255774,"Chicago, IL",63.0,31925,5YJSA1CN5DFP23160
595,2015,Model S,85D AWD,44000.0,AWD,Unknown,False,False,2/20/2019,74,3.0,46995.0,,Fair Deal,Certified Luxury Auto,4.21,-0.025179073,"Scottsdale, AZ",122.0,46873,5YJSA1H23FF087985
596,2015,Model S,85 RWD,45000.0,RWD,Blue,True,True,6/4/2018,334,3.0,41900.0,79900.0,Fair Deal,,,-0.026474078999999998,"Henrico, VA",74.0,41826,5YJSA1H19FF080109
597,2012,Model S,,47359.0,,Green,True,False,5/4/2018,365,1.0,35900.0,0.0,Fair Deal,Lustine Chrysler Dodge Jeep Ram,3.71,-0.028613563999999998,"Woodbridge, VA",85.0,35815,5YJSA1CN0CFP02439
598,2015,Model S,85D AWD,52301.0,AWD,Unknown,False,False,3/25/2019,40,1.0,45995.0,52995.0,Fair Deal,Car City,4.33,-0.034684999,"Glendale, CA",168.0,45827,5YJSA1H22FFP71233
599,2016,Model S,90D AWD,24666.0,AWD,Blue,False,False,1/17/2019,108,1.0,57999.0,,Fair Deal,Auto House,4.2,-0.038818695,"Terre Haute, IN",200.0,57799,5YJSA1E20GF132824
600,2015,Model S,70D AWD,49807.0,AWD,Unknown,False,False,4/3/2019,32,2.0,41995.0,,Fair Deal,Tampa Hybrids Inc.,4.69,-0.039498202999999996,"Lutz, FL",104.0,41891,5YJSA1S24FF089186
601,2016,Model S,70 RWD,4749.0,RWD,Unknown,False,True,3/15/2019,51,1.0,47855.0,,Fair Deal,Sam Jidd Luxury,4.12,-0.042999637,"Des Plaines, IL",189.0,47666,5YJSA1E13GF123686
602,2016,Model S,90D AWD,16177.0,AWD,Brown,True,False,1/8/2019,116,1.0,59999.0,,Fair Deal,Premium Collection,4.55,-0.048530685,"Puyallup, WA",250.0,59749,5YJSA1E26GF153578
603,2014,Model S,P85D AWD,76067.0,AWD,Black,False,False,10/20/2018,197,1.0,45995.0,,Fair Deal,Prime Motors,4.18,-0.051082807,"Ham Lake, MN",226.0,45769,5YJSA1H28EFP65659
604,2015,Model S,P85D AWD,30905.0,AWD,Silver,True,False,10/1/2018,216,1.0,56885.0,,Fair Deal,"Private Collection Motors, Inc",4.79,-0.051928595,"Costa Mesa, CA",339.0,56546,5YJSA1H45FF084569
605,2015,Model S,85D AWD,53021.0,AWD,Gray,False,False,4/4/2019,31,1.0,45988.0,,Fair Deal,iDeal Motors,4.46,-0.052043646,"Costa Mesa, CA",252.0,45736,5YJSA1E2XFF118010
606,2015,Model S,70 RWD,32000.0,RWD,White,False,False,3/23/2019,42,3.0,40000.0,70000.0,Fair Deal,,,-0.055038289000000004,"Riverside, CA",120.0,39880,5YJSA1E1XFF113980
607,2015,Model S,85D AWD,45533.0,AWD,Black,False,False,4/28/2019,6,1.0,46950.0,,Fair Deal,Maserati of Marin,5.0,-0.05576335599999999,"San Rafael, CA",270.0,46680,5YJSA1H27FF098732
608,2018,Model S,75D AWD,17757.0,AWD,Black,True,False,4/26/2019,9,1.0,60990.0,68980.0,Fair Deal,Kia of Huntington,4.88,-0.057561914000000006,"Huntington, NY",490.0,61480,5YJSA1E27JF234225
609,2018,Model S,75D AWD,4854.0,AWD,Gray,False,False,3/29/2019,37,1.0,69755.0,,Fair Deal,Aristocrat Motors,4.38,-0.058985208,"Merriam, KS",203.0,69552,5YJSA1E24JF274049
610,2018,Model S,75D AWD,20669.0,AWD,Black,True,False,4/18/2019,17,1.0,61000.0,,Fair Deal,Jay Buick GMC,4.5,-0.060147825,"Bedford, OH",207.0,60793,5YJSA1E20JF248807
611,2016,Model S,70D AWD,30733.0,AWD,Silver,False,False,3/30/2019,36,1.0,49989.0,54995.0,Fair Deal,Auto Centrix,4.62,-0.06465003400000001,"Carrollton, TX",246.0,49743,5YJSA1E27GF132870
612,2015,Model S,60 RWD,48201.0,RWD,Gray,False,False,4/7/2019,28,1.0,39870.0,,Fair Deal,Plug-in Auto,3.58,-0.064891168,"Pomona, CA",201.0,39669,5YJSA1E15FF115300
613,2013,Model S,Performance RWD,70191.0,RWD,Gray,False,False,5/4/2019,1,2.0,38200.0,,Fair Deal,Carvana,4.2,-0.06731641,"Frisco, TX",241.0,37959,5YJSA1CP8DFP05155
614,2017,Model S,75 RWD,28786.0,RWD,Black,True,False,4/17/2019,17,1.0,52473.0,52973.0,Fair Deal,Bill Luke Chrysler Jeep Dodge Ram,4.13,-0.07242086,"Phoenix, AZ",179.0,52294,5YJSA1E1XHF202774
615,2014,Model S,60 RWD,41763.0,RWD,Black,False,True,4/26/2019,9,1.0,38979.0,69900.0,Fair Deal,Gas Motorcars,4.81,-0.072792658,"Marietta, GA",267.0,38712,5YJSA1S13EFP64841
616,2013,Model S,Performance RWD,29783.0,RWD,White,False,False,5/22/2018,347,3.0,44000.0,,Fair Deal,Merlin Auto Group,4.85,-0.074034698,"Atlanta, GA",265.0,43735,5YJSA1CP2DFP27555
617,2015,Model S,P85D AWD,15455.0,AWD,Black,False,False,7/3/2018,306,1.0,62577.0,,Fair Deal,Luxury Motorsports,4.82,-0.079068874,"Phoenix, AZ",516.0,62061,5YJSA1H46FF090512
618,2013,Model S,Performance RWD,11954.0,RWD,Blue,True,False,4/24/2019,10,1.0,44950.0,,Fair Deal,Luxury Auto Plex,4.12,-0.082152629,"Portland, OR",294.0,44656,5YJSA1DP0DFP05178
619,2015,Model S,70D AWD,43650.0,AWD,Black,False,True,11/29/2018,156,1.0,39888.0,,Fair Deal,"Private Collection Motors, Inc",4.79,-0.083615602,"Costa Mesa, CA",220.0,39668,5YJSA1S22FF092670
620,2017,Model S,75 RWD,30960.0,RWD,Black,True,False,3/30/2019,35,1.0,51888.0,,Fair Deal,Calidad Motors,4.1,-0.083782957,"Concord, CA",207.0,51681,5YJSA1E11HF202792
621,2016,Model S,70 RWD,61432.0,,Black,False,False,3/3/2019,63,1.0,41995.0,,Fair Deal,Quantum Auto Sales,3.0,-0.087657562,"Escondido, CA",385.0,41610,5YJSA1E17GF133685
622,2015,Model S,P90D AWD,43612.0,AWD,Silver,False,False,3/23/2019,43,1.0,59555.0,,Fair Deal,Sam Jidd Luxury,4.12,-0.08886708800000001,"Des Plaines, IL",516.0,59039,5YJSA1E46FF116904
623,2013,Model S,60 RWD,90239.0,RWD,Black,False,True,4/23/2019,11,4.0,29995.0,,Fair Deal,International Motor Productions,4.3,-0.08994206199999999,"Carrollton, TX",194.0,29801,5YJSA1DG0DFP03706
624,2016,Model S,75D AWD,39833.0,AWD,Black,False,False,11/17/2018,169,2.0,53995.0,,Fair Deal,CarMart,4.53,-0.091148379,"Costa Mesa, CA",433.0,53562,5YJSA1E22GF147938
625,2014,Model S,60 RWD,59903.0,RWD,Unknown,True,False,3/7/2019,58,2.0,34665.0,,Fair Deal,Hawk Chevrolet Cadillac Mazda Subaru,3.5,-0.094665035,"Joliet, IL",347.0,34318,5YJSA1S1XEFP28791
626,2017,Model S,100D AWD,12000.0,AWD,Blue,False,False,5/4/2019,0,1.0,80000.0,94000.0,Fair Deal,,,-0.09469066599999999,"Port Washington, NY",647.0,79353,5YJSA1E29HF198001
627,2013,Model S,Performance RWD,39875.0,RWD,Black,False,False,9/1/2018,246,3.0,41995.0,,Fair Deal,Unlimited 4x4,4.17,-0.099508206,"Salt Lake City, UT",356.0,41639,5YJSA1DP4DFP21092
628,2016,Model S,,37825.0,,Black,False,False,4/12/2019,23,1.0,56750.0,,Fair Deal,Motor Werks of Barrington,4.41,-0.10350123,"Barrington, IL",759.0,55991,5YJSA1E24GF128047
629,2013,Model S,Performance RWD,55102.0,RWD,Silver,True,False,4/27/2019,8,2.0,38924.0,,Fair Deal,Chicago Auto Warehouse,4.9,-0.105386707,"Chicago, IL",377.0,38547,5YJSA1CP4DFP06187
630,2014,Model S,85 RWD,65435.0,RWD,Gray,False,False,10/24/2018,193,2.0,38395.0,,Fair Deal,Jidd Motors,4.0,-0.10774552,"Des Plaines, IL",299.0,38096,5YJSA1H11EFP31697
631,2013,Model S,60 RWD,107056.0,RWD,White,False,False,5/4/2019,0,2.0,28881.0,,Fair Deal,Fremont Toyota,4.2,-0.110411574,"Fremont, CA",238.0,28643,5YJSA1CG3DFP26821
632,2013,Model S,85 RWD,79408.0,RWD,White,False,False,4/23/2019,11,1.0,33394.0,35950.0,Fair Deal,Team Chevrolet,4.64,-0.111855762,"Vallejo, CA",288.0,33106,5YJSA1CN9DFP26983
633,2016,Model S,70D AWD,52993.0,AWD,Blue,False,True,4/25/2019,9,1.0,44989.0,48995.0,Fair Deal,Auto Centrix,4.62,-0.11278098199999999,"Carrollton, TX",429.0,44560,5YJSA1E28GF135342
634,2018,Model S,75D AWD,4500.0,AWD,White,True,False,5/1/2019,3,1.0,65000.0,,Fair Deal,Low Miles Auto,4.5,-0.113046873,"Whittier, CA",389.0,64611,5YJSA1E27JF281030
635,2015,Model S,85D AWD,31656.0,AWD,Gray,False,False,5/4/2019,1,1.0,49000.0,50999.0,Fair Deal,Courtesy Volvo of Scottsdale,4.07,-0.11796517599999999,"Scottsdale, AZ",571.0,48429,5YJSA1E26FF120112
636,2013,Model S,Performance RWD,41000.0,RWD,Gray,False,False,4/10/2019,25,3.0,40200.0,89900.0,Fair Deal,,,-0.130580286,"Bismarck, ND",467.0,39733,5YJSA1DP4DFP12960
637,2017,Model S,75 RWD,20429.0,RWD,White,True,False,5/1/2019,4,1.0,54976.0,,Fair Deal,Folsom Lake Toyota,4.44,-0.13166608,"Folsom, CA",325.0,54651,5YJSA1E19HF206525
638,2012,Model S,Performance RWD,117148.0,RWD,Blue,False,False,4/25/2019,9,4.0,28900.0,,Fair Deal,St. George Auto Gallery,4.56,-0.132060712,"Saint George, UT",384.0,28516,5YJSA1DPXCFP02688
639,2014,Model S,60 RWD,68500.0,RWD,Black,False,False,2/21/2019,72,2.0,33500.0,69900.0,Fair Deal,,,-0.135675741,"Orlando, FL",497.0,33003,5YJSA1S11EFP33653
640,2015,Model S,85 RWD,45360.0,RWD,White,False,False,8/22/2018,256,1.0,43985.0,,Fair Deal,Jidd Motors,4.0,-0.13945249,"Des Plaines, IL",388.0,43597,5YJSA1H14FF084522
641,2013,Model S,60 RWD,48500.0,RWD,Black,False,True,8/8/2018,269,1.0,34800.0,,Fair Deal,Ultimo Motors West,4.73,-0.146698437,"Warrenville, IL",316.0,34484,5YJSA1AG6DFP04685
642,2014,Model S,P85 RWD,54462.0,RWD,Blue,False,False,5/1/2019,4,2.0,41200.0,,Fair Deal,Carvana,4.2,-0.150008729,"Santa Fe Springs, CA",415.0,40785,5YJSA1H12EFP51702
643,2015,Model S,85D AWD,56819.0,AWD,Blue,False,False,4/14/2018,386,1.0,45995.0,,Fair Deal,Imperial Highline,4.24,-0.15226917,"Manassas, VA",737.0,45258,5YJSA1H27FFP74659
644,2013,Model S,Performance RWD,48071.0,RWD,Black,True,False,4/26/2019,9,2.0,39946.0,,Fair Deal,Chicago Auto Warehouse,4.9,-0.15269465,"Chicago, IL",546.0,39400,5YJSA1DP1DFP05237
645,2013,Model S,60 RWD,89001.0,RWD,Silver,False,False,3/22/2019,44,1.0,30999.0,,Fair Deal,Las Vegas Auto Sports,4.49,-0.15321146300000002,"Las Vegas, NV",330.0,30669,5YJSA1CG8DFP03938
646,2012,Model S,Performance RWD,67157.0,RWD,Black,False,False,10/27/2018,189,2.0,35995.0,,Fair Deal,Nesco,4.72,-0.15548464,"Arlington, TX",452.0,35543,5YJSA1CP7CFP02973
647,2014,Model S,85 RWD,33665.0,RWD,Silver,False,False,6/28/2018,310,1.0,42988.0,,Fair Deal,Greenwood Automotive,4.77,-0.164380177,"Greenwood Village, CO",456.0,42532,5YJSA1H18EFP32393
648,2014,Model S,85 RWD,31721.0,RWD,Red,False,False,9/19/2018,228,1.0,42900.0,69900.0,Fair Deal,MSI Auto Sales,3.97,-0.165823098,"Middleton, WI",460.0,42440,5YJSA1H13EFP37890
649,2015,Model S,85D AWD,49506.0,AWD,Black,False,False,3/23/2019,42,1.0,46995.0,,Fair Deal,Highline Auto Sales,4.45,-0.16859456399999997,"Willowbrook, IL",816.0,46179,5YJSA1E20FF119666
650,2018,Model S,75D AWD,18035.0,AWD,Black,True,False,4/15/2019,19,1.0,62000.0,,Fair Deal,Avis Car Sales,,-0.17001507800000001,"Ogden, UT",585.0,61415,5YJSA1E20JF248712
651,2015,Model S,85D AWD,41596.0,AWD,Blue,False,False,11/26/2018,159,1.0,48000.0,,Fair Deal,CarSwap,4.62,-0.170247769,"Sioux Falls, SD",824.0,47176,5YJSA1H25FF096770
652,2014,Model S,60 RWD,50706.0,RWD,White,False,False,4/9/2019,25,2.0,37977.0,41998.0,Fair Deal,Miramar Car Center,4.43,-0.171765163,"San Diego, CA",629.0,37348,5YJSA1S16EFP49511
653,2017,Model S,60 RWD,16889.0,RWD,Blue,False,False,7/21/2018,288,1.0,58980.0,,Fair Deal,Arrotta's Automax And RV's,4.25,-0.171855352,"Spokane, WA",1614.0,57366,5YJSA1E17HF186873
654,2015,Model S,85 RWD,21783.0,RWD,Black,False,False,3/21/2019,45,1.0,44991.0,,Fair Deal,Excellent Choice Auto Sales - Marysville,5.0,-0.172914249,"Marysville, WA",481.0,44510,5YJSA1H17FF097524
655,2014,Model S,60 RWD,55794.0,RWD,Green,True,False,10/24/2018,193,1.0,35595.0,,Fair Deal,Jidd Motors,4.0,-0.177506661,"Des Plaines, IL",650.0,34945,5YJSA1S12EFP28543
656,2012,Model S,Signature RWD,52500.0,RWD,Unknown,False,False,3/24/2019,42,1.0,34999.0,95400.0,Fair Deal,CBG Automotive,4.33,-0.177938095,"Phoenix, AZ",697.0,34302,5YJSA1CN0CFP01937
657,2016,Model S,90D AWD,55370.0,AWD,Gray,False,False,10/25/2018,192,1.0,52991.0,,Fair Deal,Warwick Auto Park,4.55,-0.18197343100000002,"Lititz, PA",937.0,52054,5YJSA1E21GF131973
658,2016,Model S,90D AWD,57383.0,AWD,Black,False,True,4/23/2019,11,1.0,48900.0,,Fair Deal,United Traders Inc,5.0,-0.18236191,"North Little Rock, AR",939.0,47961,5YJSA1E24GF131210
659,2015,Model S,85D AWD,55090.0,AWD,Red,False,True,4/26/2019,8,1.0,43995.0,,Fair Deal,Highline Auto Sales,4.45,-0.185295517,"Willowbrook, IL",71.0,44066,5YJSA1H28FF080174
660,2018,Model S,75D AWD,8627.0,AWD,Black,True,False,5/2/2019,3,1.0,63591.0,68995.0,Fair Deal,Ourisman Chrysler Dodge Jeep RAM of Bowie,3.63,-0.18690299300000002,"Bowie, MD",45.0,63636,5YJSA1E24JF266727
661,2015,Model S,70D AWD,7712.0,AWD,Blue,True,False,4/12/2019,22,1.0,46988.0,,Fair Deal,iDeal Motors,4.46,-0.18706329600000002,"Costa Mesa, CA",492.0,46496,5YJSA1S26FF086337
662,2015,Model S,70D AWD,30859.0,AWD,Blue,False,False,4/18/2019,16,2.0,43000.0,,Fair Deal,Garavel Subaru,4.6,-0.19581071100000003,"Norwalk, CT",515.0,42485,5YJSA1S24FF087504
663,2014,Model S,P85D AWD,38377.0,AWD,Gray,False,False,3/20/2019,46,2.0,53998.0,,Fair Deal,Roby Cars Inc,4.38,-0.197313291,"Columbus, OH",871.0,53127,5YJSA1H27EFP63093
664,2013,Model S,Performance RWD,59420.0,RWD,Black,False,False,2/22/2019,71,1.0,39980.0,,Fair Deal,Mile High Car Helper,4.81,-0.199722664,"Denver, CO",714.0,39266,5YJSA1DP6DFP18792
665,2018,Model S,75D AWD,14701.0,AWD,Black,True,False,5/1/2019,4,1.0,64000.0,,Fair Deal,Sarasota Ford,3.76,-0.20111506699999998,"Sarasota, FL",692.0,63308,5YJSA1E26JF248830
666,2015,Model S,P90D AWD,26520.0,AWD,Blue,False,False,1/23/2019,102,1.0,63786.0,,Fair Deal,Specialized Sales and Leasing,4.25,-0.203237613,"Salt Lake City, UT",1179.0,62607,5YJSA1E48FF114782
667,2013,Model S,60 RWD,49921.0,RWD,Silver,True,False,4/23/2019,11,1.0,35500.0,,Fair Deal,North State Auto Sales,4.19,-0.20717654100000002,"Walnut Creek, CA",446.0,35054,5YJSA1AG9DFP04941
668,2012,Model S,Signature RWD,40546.0,RWD,Blue,True,False,2/18/2019,76,1.0,36034.0,39898.0,Fair Deal,Hyundai Serramonte,3.86,-0.20755275899999998,"Colma, CA",813.0,35221,5YJSA1CN0CFP02733
669,2014,Model S,,32244.0,,Silver,True,False,2/6/2019,88,1.0,43300.0,,Fair Deal,Lexus Monterey Peninsula,3.71,-0.20922935899999998,"Seaside, CA",736.0,42564,5YJSA1H17EFP48942
670,2015,Model S,70D AWD,14300.0,AWD,Gray,True,False,3/12/2019,53,1.0,46851.0,,Fair Deal,Priced Rite Auto,4.82,-0.20988264,"Lincoln, NE",552.0,46299,5YJSA1E23FF114493
671,2015,Model S,90D AWD,46587.0,AWD,Black,False,False,4/29/2019,5,1.0,49999.0,,Fair Deal,Performance Motors LLC,5.0,-0.20999269899999998,"Lindon, UT",821.0,49178,5YJSA1E23FF115627
672,2017,Model S,100D AWD,21767.0,AWD,White,False,False,4/12/2019,23,1.0,79993.0,80052.0,Fair Deal,Mark Kia,3.5,-0.21092797100000002,"Scottsdale, AZ",1440.0,78553,5YJSA1E2XHF224556
673,2014,Model S,60 RWD,25344.0,RWD,Green,False,False,3/2/2019,63,1.0,41995.0,41995.0,Fair Deal,Bell Mitsubishi,4.56,-0.21277586899999998,"Rahway, NJ",779.0,41216,5YJSA1S15EFP42730
674,2015,Model S,85D AWD,30100.0,AWD,White,False,False,3/27/2019,38,1.0,47750.0,84900.0,Fair Deal,,,-0.213437737,"Monkton, MD",1033.0,46717,5YJSA1E22FF109480
675,2017,Model S,75 RWD,21467.0,RWD,Silver,True,False,4/18/2019,17,1.0,54889.0,58995.0,Fair Deal,Auto Centrix,4.62,-0.21525865100000002,"Carrollton, TX",531.0,54358,5YJSA1E10HF206543
676,2013,Model S,40 RWD,70484.0,RWD,White,False,False,12/3/2018,152,2.0,33995.0,,Fair Deal,Beemers & Benz LLC,3.8,-0.215538698,"Brooklyn, NY",850.0,33145,5YJSA1AC3DFP11168
677,2017,Model S,,9735.0,,Black,False,False,3/19/2019,47,1.0,74880.0,,Fair Deal,Bobby Rahal Motorcar Company,4.24,-0.221784695,"Wexford, PA",1178.0,73702,5YJSA1E22HF190208
