,year,model,config,mileage,drivetrain,transmission,ext_color,int_color,price,owners,ori_price,good_deal_margin,deal,hotornot,sellin,carfax,dealer,dealer_rating,dealer_review_number,dealer_zipcode,consumer_rating,consumer_review_number,vin
1025,2018,Model S,100D,19979,AWD,Automatic,Blue,Black,79950,1,,68622.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Audi Richfield,4.4,7.0,55423.0,4.8,5,5YJSA1E20JF250220
1026,2018,Model 3,Long Range,97,RWD,Automatic,Black,Black,49850,1,,52528.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,XSell Motors,3.4,21.0,77057.0,4.5,69,5YJ3E1EA6JF030452
1027,2017,Model S,90D,21557,AWD,Automatic,Red,Black,66801,1,,69599.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Select Luxury Cars,3.5,37.0,30067.0,4.7,25,5YJSA1E24HF189481
1028,2016,Model S,P90D,43026,AWD,Automatic,Silver,Gray,47999,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Drive A Dream,4.7,121.0,30062.0,4.8,27,5YJSA1E27GF129077
1029,2016,Model X,P90D,32325,AWD,Automatic,Silver,Black,77859,1,,81895.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Lux Cars Chicago,3.8,88.0,60089.0,5.0,12,5YJXCAE40GF006965
1030,2014,Model S,Performance,70974,RWD,Automatic,Blue,Black,38940,1,,41201.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Phillips Auto,4.2,38.0,92663.0,4.9,33,5YJSA1H15EFP57123
1031,2015,Model S,70D,35528,RWD,Automatic,Black,Beige,37990,1,,42082.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Jumbo Luxury Cars,5.0,24.0,33023.0,4.8,41,5YJSA1E15FF120013
1032,2013,Model S,Base,61874,RWD,Automatic,Gray,Beige,28990,1,,35088.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,SoCal Auto Group,1.0,33.0,91335.0,4.9,47,5YJSA1CG7DFP03669
1033,2016,Model X,75D,51113,AWD,Automatic,Blue,White,67988,1,,64199.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,iDeal Motors,5.0,28.0,92627.0,5.0,12,5YJXCBE2XGF021980
1035,2018,Model S,100D,10514,AWD,Automatic,Gray,White,76999,1,,68850.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Family Auto,5.0,2.0,84062.0,4.8,5,5YJSA1E21JF245530
1036,2014,Model S,P85D,49927,RWD,Automatic,White,Beige,39499,1,,41984.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,AX Auto Inc.,4.1,35.0,30311.0,4.9,33,5YJSA1H19EFP50854
1037,2014,Model S,Performance,36750,RWD,Automatic,Blue,Beige,38898,more than 1,,43937.0,Good,NOT HOT,,Free CARFAX Report,Apex Imports,4.2,68.0,27523.0,4.9,33,5YJSA1H19EFP44567
1038,2016,Model X,P90D,17863,AWD,Automatic,Black,Black,81995,1,,88939.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,"Alfa Romeo, Bentley, Maserati & Rolls-Royce Motor Cars by O'Gara Westlake",4.3,7.0,91362.0,5.0,12,5YJXCBE42GF001367
1039,2014,Model S,Base,41387,RWD,Automatic,Black,Black,36191,1,,39704.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Houston Direct Auto,2.6,77.0,77063.0,4.9,33,5YJSA1S10EFP41288
1040,2014,Model S,Base,61494,RWD,Automatic,White,Black,31989,more than 1,,35880.0,Good,NOT HOT,,Free CARFAX Report,Houston Direct Auto,2.6,77.0,77063.0,4.9,33,5YJSA1S17EFP33110
1041,2018,Model S,75D,14010,AWD,Automatic,Black,Black,63203,1,,67313.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,McGrath Lexus of Westmont,2.4,57.0,60559.0,4.8,5,5YJSA1E21JF248833
1042,2014,Model S,P85D,19786,RWD,Automatic,Black,Black,45995,more than 1,,50052.0,Good,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.9,33,5YJSA1H16EFP50066
1043,2016,Model X,22 WHEELS SUBZERO SEAT,17523,AWD,Automatic,White,Beige,74890,more than 1,,89883.0,Great,NOT HOT,,CARFAX Report,Bayshore Automotive,5.0,168.0,33605.0,5.0,12,5YJXCBE28GF019807
1044,2016,Model X,90D,33659,AWD,Automatic,Gray,Black,72988,1,,76506.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,iDeal Motors,5.0,28.0,92627.0,5.0,12,5YJXCAE23GF004416
1045,2017,Model X,100D,24010,AWD,Automatic,White,Black,84900,1,,87731.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Motorcars Louisiana,5.0,118.0,70809.0,4.9,17,5YJXCDE25HF044175
1046,2018,Model S,P100D,1018,AWD,Automatic,Gray,Black,114888,1,,114657.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Mancuso Motorsports,4.5,17.0,60654.0,4.8,5,5YJSA1E41JF258151
1047,2017,Model S,75,23401,RWD,Automatic,Silver,Black,51800,more than 1,,55321.0,Good,NOT HOT,,Free AutoCheck Report,Capitol Buick GMC,4.4,44.0,95136.0,4.7,25,5YJSA1E14HF206528
1048,2018,Model S,75D,18504,AWD,Automatic,Black,Black,62399,more than 1,62899.0,68213.0,Good,NOT HOT,,CARFAX Report,Avondale Mitsubishi,4.0,71.0,85323.0,4.8,5,5YJSA1E27JF248710
1049,2013,Model S,Performance,51595,RWD,Automatic,Red,Black,37900,1,39900.0,37755.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Bussinger Automotive,4.0,17.0,19053.0,4.9,47,5YJSA1DN0DFP08385
1050,2018,Model X,P100D,953,AWD,Automatic,Silver,White,119990,1,,119316.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Coast to Coast COLLECTION,4.8,370.0,46240.0,5.0,5,5YJXCDE40JF133370
1051,2016,Model X,75D,34462,AWD,Automatic,Silver,Beige,66800,1,67500.0,71804.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,BMW of Buena Park,4.0,162.0,90621.0,5.0,12,5YJXCBE27GF008751
1052,2013,Model S,Base,23933,RWD,Other / Unknown,White,Beige,43992,more than 1,,46637.0,Good,NOT HOT,,Free CARFAX Report,Mark Mitsubishi Phoenix,4.1,57.0,85022.0,4.9,47,5YJSA1DG2DFP03576
1055,2013,Model S,Base,79197,RWD,Automatic,Blue,Other,31372,1,,33544.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Midwest Automotive Connection,4.3,95.0,45240.0,4.9,47,5YJSA1CG1DFP06406
1056,2016,Model X,75D,23095,AWD,Automatic,Brown,Beige,68900,1,,71953.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Anaheim Mitsubishi,4.0,188.0,92806.0,5.0,12,5YJXCBE29GF010808
1057,2015,Model S,85D,49506,AWD,Automatic,Black,Black,46995,1,,45026.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Highline Auto Sales,4.6,272.0,60527.0,4.8,41,5YJSA1E20FF119666
1058,2016,Model S,70D,33469,RWD,Automatic,Gray,Other,38555,1,,45591.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.8,27,5YJSA1E12GF131441
1059,2012,Model S,Signature Performance,32201,RWD,Automatic,Other,Black,41499,1,,45711.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Motor Cars of Nashville,4.3,40.0,37122.0,4.6,11,5YJSA1DP1CFS00023
1060,2015,Model S,85D,53983,AWD,Automatic,Silver,Black,47495,more than 1,,47807.0,Good,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.8,41,5YJSA1H24FFP74490
1061,2014,Model S,Base,33168,RWD,Automatic,Silver,Beige,39995,more than 1,,42719.0,Good,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.9,33,5YJSA1H17EFP46060
1062,2013,Model S,Base,80085,RWD,Automatic,Silver,Gray,28995,more than 1,,32682.0,Good,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.9,47,5YJSA1DN8DFP13155
1063,2015,Model S,85D,37766,RWD,Automatic,Black,Black,37895,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Miami Car Credit,4.8,1176.0,33169.0,4.8,41,5YJSA1S19FFP76994
1064,2016,Model X,90D,15580,AWD,Automatic,Other,Beige,74995,1,,78184.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Godspeed Motors,4.7,57.0,28269.0,5.0,12,5YJXCBE2XGF018982
1065,2018,Model S,75D,16065,AWD,Automatic,Black,Other,59494,more than 1,,63789.0,Good,NOT HOT,,CARFAX Report,Commerce Mitsubishi,4.3,6.0,90040.0,4.8,5,5YJSA1E29JF248692
1066,2018,Model S,75D,17800,AWD,Automatic,Black,Other,59494,more than 1,,63789.0,Good,NOT HOT,,CARFAX Report,Commerce Mitsubishi,4.3,6.0,90040.0,4.8,5,5YJSA1E26JF248911
1067,2018,Model 3,,18487,AWD,Automatic,Black,Black,53999,1,54699.0,56023.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,AutoNation Chrysler Jeep Broadway,4.4,333.0,80121.0,4.5,69,5YJ3E1EB7JF096002
1069,2017,Model S,75D,11587,RWD,Automatic,Silver,Black,57999,1,,60968.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,ALM Roswell,4.4,693.0,30076.0,4.7,25,5YJSA1E12HF196131
1070,2014,Model S,Base,75374,RWD,Automatic,White,Other,32490,more than 1,32990.0,34704.0,Good,NOT HOT,,Free CARFAX Report,Anthony Buick GMC,4.2,256.0,60031.0,4.9,33,5YJSA1S11EFP29909
1071,2015,Model S,85D,34806,AWD,Automatic,Blue,Black,44995,more than 1,,48405.0,Good,NOT HOT,,CARFAX Report,Auto Expo Ent Inc,4.8,1014.0,11021.0,4.8,41,5YJSA1H21FFP75645
1072,2015,Model S,70D,33527,AWD,Automatic,White,Black,42995,more than 1,,48408.0,Good,NOT HOT,,CARFAX Report,Auto Expo Ent Inc,4.8,1014.0,11021.0,4.8,41,5YJSA1E26FF118828
1073,2013,Model S,Base,82033,RWD,Automatic,Gray,Black,29995,more than 1,,33182.0,Good,NOT HOT,,Free CARFAX Report,Black Label Auto Firm,4.0,4.0,92504.0,4.9,47,5YJSA1CN5DFP25717
1074,2013,Model S,Base,86650,RWD,Automatic,Red,Black,32995,1,,33189.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Black Label Auto Firm,4.0,4.0,92504.0,4.9,47,5YJSA1CN7DFP24052
1075,2018,Model S,75D,3513,AWD,Automatic,Black,Other,78880,1,,65206.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Empire Exotic Motors Inc.,4.6,240.0,75001.0,4.8,5,5YJSA1E22JF297166
1076,2015,Model S,85D,40555,AWD,Automatic,Black,Black,44995,1,,46685.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Godspeed Motors,4.7,57.0,28269.0,4.8,41,5YJSA1E27FF113170
1077,2014,Model S,Performance,57082,RWD,Automatic,Gray,Other,37999,more than 1,,41365.0,Good,NOT HOT,,CARFAX Report,South County Chrysler Dodge Jeep RAM FIAT,4.5,514.0,95020.0,4.9,33,5YJSA1H11EFP52470
1078,2014,Model S,Base,32315,RWD,Automatic,Green,Black,37499,1,,47348.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Motor Cars of Nashville,4.3,40.0,37122.0,4.9,33,5YJSA1H1XEFP37336
1079,2016,Model S,P90D,22355,AWD,Automatic,Black,Black,73899,1,74780.0,79752.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Current Automotive,,,60540.0,4.8,27,5YJSA1E45GF142685
1080,2017,Model S,P100D,6145,AWD,Automatic,White,Black,109900,more than 1,,113680.0,Good,NOT HOT,,Free CARFAX Report,Lake Forest Sports Cars,2.0,5.0,60044.0,4.7,25,5YJSA1E46HF212910
1081,2016,Model S,P90D,24565,AWD,Automatic,Silver,Other,49988,1,,70264.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,"Fairfax Motors, Inc.",3.5,29.0,22031.0,4.8,27,5YJSA1E23GF129593
1082,2018,Model 3,Long Range,7093,AWD,Automatic,Black,Black,56800,1,,55130.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Ultimo Motors West,4.7,393.0,60555.0,4.5,69,5YJ3E1EB9JF113303
1083,2012,Model S,Sedan,64870,RWD,Other / Unknown,Gray,Other,31988,more than 1,,29102.0,Fair,NOT HOT,,Free CARFAX Report,Stevens Creek Toyota,4.6,292.0,95129.0,4.6,11,5YJSA1DN8CFP02686
1084,2018,Model S,P100D,9101,AWD,Automatic,Silver,Other,98988,1,,97517.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Rolls-Royce Motor Cars Raleigh,4.8,69.0,27616.0,4.8,5,5YJSA1E48JF261144
1085,2017,Model S,100D,11184,AWD,Automatic,Gray,Other,74500,1,,76464.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,BidCars Boston,4.8,251.0,2081.0,4.7,25,5YJSA1E29HF220966
1086,2018,Model X,100D,14934,AWD,Automatic,Black,Black,104950,1,,109228.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Lexus of Austin,,,78759.0,5.0,5,5YJXCBE28JF100250
1087,2013,Model S,Base,49883,RWD,Automatic,Blue,Other,34999,more than 1,,35562.0,Good,NOT HOT,,CARFAX Report,Schoepp Motors - Northeast,,,53704.0,4.9,47,5YJSA1CN1DFP08803
1088,2018,Model 3,Mid Range Battery RWD,101,RWD,Automatic,Blue,Black,48998,more than 1,,55186.0,Good,NOT HOT,,CARFAX Report,Motor Cars of Nashville,4.3,40.0,37122.0,4.5,69,5YJ3E1EA2JF164214
1089,2018,Model 3,Long Range,3931,AWD,Automatic,Blue,Black,51991,1,,55612.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Mercedes-Benz of Westminster / smart center Westminster,4.8,462.0,80020.0,4.5,69,5YJ3E1EB8JF130660
1090,2013,Model S,Base,69733,RWD,Automatic,Black,Other,34999,more than 1,,35084.0,Good,NOT HOT,,Free CARFAX Report,Midwest Automotive Connection,4.3,95.0,45240.0,4.9,47,5YJSA1CN2DFP11449
1091,2017,Model X,90D,12229,AWD,Automatic,White,Beige,87069,1,,90427.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,O.C. AUTOHAUS,4.3,67.0,92683.0,4.9,17,5YJXCBE21HF054965
1092,2013,Model S,Performance,90239,RWD,Automatic,Black,Black,29995,more than 1,,31368.0,Good,NOT HOT,,Free AutoCheck Report,International Motor,4.3,19.0,75006.0,4.9,47,5YJSA1DG0DFP03706
1093,2013,Model S,Performance,52468,RWD,Automatic,Black,Beige,35988,more than 1,,35168.0,Fair,NOT HOT,,Free CARFAX Report,Honda Cars of Rockwall,4.6,127.0,75087.0,4.9,47,5YJSA1DP4DFP05636
1094,2015,Model S,60,30044,RWD,Automatic,Black,Black,39999,more than 1,,44494.0,Good,NOT HOT,,Free CARFAX Report,Modern Motorcars,4.9,419.0,65714.0,4.8,41,5YJSA1S17FFP71874
1095,2015,Model S,85,43168,RWD,Automatic,Black,Beige,42991,more than 1,,44679.0,Good,HOT CAR,11.0,Free CARFAX Report,WishList Autos,,,94551.0,4.8,41,5YJSA1H17FFP74796
1096,2013,Model S,Performance,57601,RWD,Automatic,Black,Black,37495,1,,36492.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Superior Auto Exchange,2.8,4.0,45242.0,4.9,47,5YJSA1DP8DFP10287
1097,2016,Model S,P90D,15405,AWD,Automatic,Gray,Other,76900,more than 1,,70734.0,Fair,NOT HOT,,Free CARFAX Report,McLaren Boston,,,2061.0,4.8,27,5YJSA1E43GF147822
1098,2014,Model S,P85D,49168,RWD,Automatic,Red,Black,40995,1,,34900.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Worldwide Motors,5.0,20.0,92126.0,4.9,33,5YJSA1H18EFP55186
1099,2015,Model S,85D,26920,AWD,Automatic,White,Beige,45900,more than 1,47900.0,49150.0,Good,NOT HOT,,CARFAX Report,Axis Motorcars,4.6,232.0,7305.0,4.8,41,5YJSA1H24FFP69368
1100,2013,Model S,Base,89001,RWD,Other / Unknown,Silver,Black,30999,1,,29076.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Las Vegas Auto Sport,3.4,10.0,89103.0,4.9,47,5YJSA1CG8DFP03938
1101,2013,Model S,Base,84614,RWD,Other / Unknown,White,Beige,29999,more than 1,,29104.0,Fair,NOT HOT,,Free CARFAX Report,Las Vegas Auto Sport,3.4,10.0,89103.0,4.9,47,5YJSA1AG7DFP04937
1102,2013,Model S,Base,94420,RWD,Automatic,Gray,Black,29900,1,,31886.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Austin Direct Auto Sales,2.3,62.0,78750.0,4.9,47,5YJSA1BG1DFP12207
1103,2015,Model S,85D,40417,AWD,Automatic,Silver,Black,43427,more than 1,,45219.0,Good,NOT HOT,,CARFAX Report,Joyce Honda,2.1,26.0,7834.0,4.8,41,5YJSA1H26FFP73499
1104,2017,Model S,75D,14000,AWD,Automatic,Black,Other,69900,more than 1,,70857.0,Good,NOT HOT,,CARFAX Report,Western Motors LA,5.0,2.0,90006.0,4.7,25,5YJSA1E24HF178366
1105,2014,Model S,Performance,20547,RWD,Automatic,Blue,Black,43010,1,43888.0,48278.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Westcoast Auto Sales,4.9,1779.0,91763.0,4.9,33,5YJSA1H10EFP30475
1106,2018,Model S,100D,17179,AWD,Automatic,Silver,Other,79491,1,79991.0,88939.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Groove Toyota,4.9,655.0,80113.0,4.8,5,5YJSA1E26JF244275
1107,2016,Model X,P90D,44640,AWD,Automatic,Other,Black,74995,more than 1,,59961.0,Fair,NOT HOT,,CARFAX Report,The Internet Car Lot,3.8,86.0,68117.0,5.0,12,5YJXCAE43GFS00826
1108,2016,Model S,P100D,17443,AWD,Automatic,Red,Black,92980,more than 1,,95208.0,Good,NOT HOT,,Free CARFAX Report,McLaren Charlotte,,,28203.0,4.8,27,5YJSA1E47GF158306
1109,2016,Model X,90D,28473,AWD,Automatic,Red,Black,71900,1,74000.0,77580.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,AutoNation INFINITI Tustin,4.8,339.0,92782.0,5.0,12,5YJXCAE25GF001596
1110,2018,Model 3,Long Range,1901,AWD,Automatic,Other,Black,50990,1,,54837.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Garden City Nissan,3.7,78.0,11550.0,4.5,69,5YJ3E1EB0JF146092
1111,2016,Model S,70D,27608,RWD,Automatic,Gray,Beige,40995,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,"Vision Hankook Motors, Inc.",1.0,25.0,92844.0,4.8,27,5YJSA1E13GF136244
1112,2014,Model S,Base,48139,RWD,Automatic,Black,Beige,37997,more than 1,,39239.0,Good,NOT HOT,,Free CARFAX Report,North American Auto Group,,,70806.0,4.9,33,5YJSA1S14EFP29919
1113,2017,Model S,60,16751,RWD,Automatic,Silver,White,55882,more than 1,56992.0,62385.0,Good,NOT HOT,,Free CARFAX Report,Temecula Nissan,3.1,92.0,92591.0,4.7,25,5YJSA1E10HF189310
1114,2012,Model S,Signature Performance,67157,RWD,Automatic,Black,Black,35995,more than 1,,35012.0,Fair,NOT HOT,,Free CARFAX Report,NESCO,4.0,34.0,76012.0,4.6,11,5YJSA1CP7CFP02973
1115,2014,Model S,Base,49933,RWD,Automatic,White,Black,35900,1,,41419.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Cash for Cars,4.0,2.0,95128.0,4.9,33,5YJSA1S11EFP65776
1116,2018,Model 3,Long Range,17941,RWD,Automatic,White,Black,47998,more than 1,,58042.0,Great,NOT HOT,,Free AutoCheck Report,CarMax Irvine,5.0,4.0,92618.0,4.5,69,5YJ3E1EA4JF007574
1117,2018,Model X,P100D,5200,AWD,Automatic,White,Black,124867,more than 1,,149282.0,Great,NOT HOT,,CARFAX Report,Silicon Auto Group LLC,,,78669.0,5.0,5,5YJXCAE40JF119905
1118,2015,Model S,70D,43650,AWD,Automatic,Black,Gray,39888,1,,42573.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Private Collection Motors,4.0,52.0,92627.0,4.8,41,5YJSA1S22FF092670
1119,2015,Model S,70D,34601,AWD,Automatic,Gray,Black,42599,1,,43997.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Motor Cars of Nashville,4.3,40.0,37122.0,4.8,41,5YJSA1E26FF116092
1120,2017,Model X,P100D,21333,AWD,Automatic,White,White,109000,1,,110239.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Cobra Motors,5.0,47.0,40218.0,4.9,17,5YJXCBE46HF052811
1121,2018,Model S,P100D,8017,AWD,Automatic,Other,Black,114995,1,,109302.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Snap Car Buying,4.4,151.0,20152.0,4.8,5,5YJSA1E48JF267512
1122,2017,Model X,100D,20410,AWD,Automatic,White,Black,85000,1,85500.0,88939.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Hopkins Acura,4.9,368.0,94063.0,4.9,17,5YJXCDE21HF060874
1124,2015,Model S,70,31548,RWD,Automatic,Silver,Beige,44970,1,45888.0,46709.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Westcoast Auto Sales,4.9,1779.0,91763.0,4.8,41,5YJSA1E16FF114351
1125,2017,Model S,100D,11833,AWD,Automatic,Blue,Black,74581,1,76888.0,74953.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Westcoast Auto Sales,4.9,1779.0,91763.0,4.7,25,5YJSA1E21HF219648
1126,2017,Model S,75D,27561,RWD,Automatic,White,Black,54994,1,55994.0,57538.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Porsche Chandler,4.9,166.0,85286.0,4.7,25,5YJSA1E12HF206544
1127,2016,Model S,,44061,AWD,Automatic,White,Beige,51485,1,,53597.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Modern Auto Sales,4.9,332.0,1879.0,4.8,27,5YJSA1E21GF124490
1128,2013,Model S,Performance,48575,RWD,Automatic,Black,Beige,35880,1,36790.0,38672.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,AutoDot,4.9,23.0,21784.0,4.9,47,5YJSA1DP9DFP27017
1129,2015,Model S,90D,46124,AWD,Automatic,White,Other,44995,1,,,not_rating,HOT CAR,7.0,Free CARFAX 1-Owner Report,Federal Auctioneers,3.8,153.0,10451.0,4.8,41,5YJSA1H49FF094375
1130,2016,Model S,70D,18810,AWD,Automatic,Blue,Black,44995,1,45995.0,54743.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,BM Motorcars,4.5,818.0,7065.0,4.8,27,5YJSA1E20GF128062
1131,2013,Model S,Base,51511,RWD,Automatic,Other,Other,32555,more than 1,,34930.0,Good,NOT HOT,,Free CARFAX Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.9,47,5YJSA1DN3DFP24239
1132,2018,Model X,P100D,1056,AWD,Automatic,Black,White,94950,1,,98417.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Park Place LTD,2.4,18.0,98005.0,5.0,5,5YJXCDE2XJF129650
1133,2014,Model S,Base,72859,RWD,Automatic,Silver,Beige,31760,more than 1,,29944.0,Fair,NOT HOT,,Free AutoCheck Report,Lawrence Kia,4.1,177.0,66046.0,4.9,33,5YJSA1S12EFP29384
1134,2013,Model S,Base,31948,RWD,Automatic,Black,Gray,34877,1,,36525.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Autos Direct of Fredericksburg - Lafayette,3.4,66.0,22408.0,4.9,47,5YJSA1CG4DFP18789
1135,2013,Model S,Performance,24754,RWD,Automatic,Black,Beige,39695,1,,45836.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Jax Exports Inc,4.2,62.0,32256.0,4.9,47,5YJSA1DP2DFP17039
1136,2016,Model X,P100D,47095,AWD,Automatic,Black,Other,119000,1,,122984.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,private_seller,4.3,4.0,90291.0,5.0,12,5YJXCBE45GF028210
1137,2012,Model S,Signature,36621,RWD,Automatic,Blue,Black,33995,1,,37612.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Highline Auto Sales,4.6,272.0,60527.0,4.6,11,5YJSA1DN0CFP01810
1138,2017,Model S,75,24127,RWD,Automatic,Silver,Black,52889,more than 1,,57039.0,Good,NOT HOT,,Free AutoCheck Report,Stevens Creek INFINITI,5.0,10.0,95051.0,4.7,25,5YJSA1E1XHF206534
1139,2017,Model S,75,22904,RWD,Automatic,Black,Black,53300,more than 1,54000.0,57039.0,Good,NOT HOT,,Free AutoCheck Report,Stevens Creek INFINITI,5.0,10.0,95051.0,4.7,25,5YJSA1E15HF202746
1140,2013,Model S,85,42642,RWD,Automatic,Red,Black,34589,1,,39072.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Auto Centrix,5.0,6.0,75006.0,4.9,47,5YJSA1DN7DFP09548
1141,2015,Model S,P85D,19780,AWD,Automatic,Silver,Beige,56889,1,,63603.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Auto Centrix,5.0,6.0,75006.0,4.8,41,5YJSA1E40FF120303
1142,2017,Model S,P100D,24798,AWD,Automatic,Other,Other,97998,more than 1,,96811.0,Fair,NOT HOT,,Free AutoCheck Report,Morrie's Luxury Auto,2.3,15.0,55426.0,4.7,25,5YJSA1E44HF200903
1143,2013,Model S,Base,79278,RWD,Automatic,Red,Other,29555,1,,33378.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.9,47,5YJSA1BG9DFP08986
1144,2013,Model S,Base,122326,RWD,Automatic,White,Other,27555,more than 1,28555.0,29658.0,Good,NOT HOT,,Free CARFAX Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.9,47,5YJSA1CN7DFP12189
1145,2016,Model S,70D,30597,AWD,Automatic,White,Other,40855,1,41855.0,45660.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.8,27,5YJSA1E23GF132395
1146,2018,Model X,,4016,AWD,Automatic,Black,Black,114880,1,,91616.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Bobby Rahal Motorcar Company,4.2,90.0,15090.0,5.0,5,5YJXCBE45JF106279
1147,2013,Model S,Base,154214,RWD,Other / Unknown,White,Black,27500,more than 1,,29476.0,Good,NOT HOT,,Free CARFAX Report,House of Imports,4.7,618.0,90621.0,4.9,47,5YJSA1AG9DFP09587
1148,2018,Model 3,Performance,2000,AWD,Automatic,Red,Black,55000,1,,59067.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,"Auto Link, Inc.",4.7,38.0,14559.0,4.5,69,5YJ3E1EB2JF114695
1149,2018,Model S,NAV HTD STS PARK ASST 19IN WLS,18588,AWD,Automatic,Black,Black,60990,1,,56651.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Autos of Dallas,4.1,1000.0,75093.0,4.8,5,5YJSA1E24JF248714
1150,2015,Model S,70D,27834,AWD,Automatic,White,Other,39555,1,,43966.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.8,41,5YJSA1E26FF113936
1153,2016,Model X,,29287,AWD,Automatic,Black,White,69995,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Auto Boutique,4.1,43.0,32211.0,5.0,12,5YJXCBE43GF003130
