,year,model,config,mileage,drivetrain,transmission,ext_color,int_color,price,owners,ori_price,good_deal_margin,deal,hotornot,sellin,carfax,dealer,dealer_rating,dealer_review_number,dealer_zipcode,consumer_rating,consumer_review_number,vin
1537,2016,Model X,70D/90D/75D/60D,40097,AWD,Automatic,White,White,Not Priced,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,West Point Lincoln,4.9,37.0,77043.0,5.0,12,5YJXCAE21GF021358
1540,2017,Model S,75,17283,RWD,Automatic,Black,Black,51491,1,,56000.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Lexus of Marin,4.8,351.0,94901.0,4.7,25,5YJSA1E1XHF218926
1541,2014,Model S,Base,32244,RWD,Automatic,Silver,Gray,43300,1,,46063.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Lexus Monterey Peninsula,5.0,31.0,93955.0,4.9,33,5YJSA1H17EFP48942
1544,2016,Model X,75D,17275,AWD,Automatic,Silver,Beige,71990,1,72990.0,77350.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Mercedes-Benz of Stevens Creek,4.7,781.0,95129.0,5.0,12,5YJXCBE29GF021260
1545,2017,Model S,75,20276,RWD,Automatic,Gray,Black,51981,1,,56000.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Mercedes-Benz of Walnut Creek,4.7,241.0,94596.0,4.7,25,5YJSA1E19HF206539
1547,2013,Model S,Base,52004,RWD,Automatic,Silver,Black,37999,more than 1,,38583.0,Good,NOT HOT,,Free AutoCheck Report,OutLet4Cars.com,5.0,12.0,95673.0,4.9,47,5YJSA1CN3DFP20046
1548,2018,Model 3,Long Range Battery RWD,6004,RWD,Automatic,Silver,Black,48995,1,,55142.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Kuni BMW,4.7,1094.0,97005.0,4.5,69,5YJ3E1EA1JF009668
1549,2015,Model S,70,38533,RWD,Automatic,White,Beige,40988,1,,44723.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,iDeal Motors,5.0,28.0,92627.0,4.8,41,5YJSA1E17FF114133
1550,2016,Model X,90D,26098,AWD,Automatic,Gray,Beige,69988,1,,77830.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,iDeal Motors,5.0,28.0,92627.0,5.0,12,5YJXCBE21GF004274
1556,2014,Model S,P85,23708,RWD,Automatic,White,Beige,46000,1,,48777.0,Good,HOT CAR,8.0,Free CARFAX 1-Owner Report,Porsche Newport Beach,4.7,210.0,92660.0,4.9,33,5YJSA1H1XEFP39684
1557,2016,Model S,70,36285,RWD,Automatic,Silver,Black,43988,1,44988.0,48699.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,iDeal Motors,5.0,28.0,92627.0,4.8,27,5YJSA1E14GF124636
1559,2015,Model S,85D,53021,AWD,Automatic,Gray,Black,45988,1,,48852.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,iDeal Motors,5.0,28.0,92627.0,4.8,41,5YJSA1E2XFF118010
1561,2016,Model X,90D,39104,AWD,Automatic,Black,Beige,73988,1,,74208.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,iDeal Motors,5.0,28.0,92627.0,5.0,12,5YJXCBE23GF004891
1562,2013,Model S,Base,41677,RWD,Automatic,Silver,Beige,34900,1,,35971.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Mazda of Orange,4.8,1112.0,92867.0,4.9,47,5YJSA1BG1DFP09503
1563,2015,Model S,P85D,22501,AWD,Automatic,Silver,Gray,63995,1,,67729.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Universal Mitsubishi,4.9,426.0,91010.0,4.8,41,5YJSA1H22FFP69885
1564,2015,Model S,85,31703,RWD,Automatic,Black,Beige,49995,1,,54419.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Universal Mitsubishi,4.9,426.0,91010.0,4.8,41,5YJSA1H14FFP74805
1567,2013,Model S,Base,43161,RWD,Automatic,Silver,Black,34915,1,35995.0,36332.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,San Diego Auto Finder,5.0,6.0,92111.0,4.9,47,5YJSA1CG3DFP23627
1568,2013,Model S,Base,35442,RWD,Automatic,Silver,Beige,39390,1,,44204.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Northwest Motorsport - Puyallup,4.9,12245.0,98371.0,4.9,47,5YJSA1CN3DFP17034
1575,2012,Model S,Signature,49900,RWD,Other / Unknown,Silver,Black,36500,1,,38038.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Legend Auto Sales Inc,4.9,660.0,98168.0,4.6,11,5YJSA1DN4CFS00340
1576,2015,Model S,85D,30680,AWD,Automatic,Black,Black,46991,1,47991.0,49735.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Legend Auto Sales Inc,4.9,660.0,98168.0,4.8,41,5YJSA1E21FF112743
1578,2013,Model S,Base,35615,RWD,Other / Unknown,Gray,Beige,38900,1,,42528.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Legend Auto Sales Inc,4.9,660.0,98168.0,4.9,47,5YJSA1CN8DFP13481
1579,2016,Model S,75D,25560,RWD,Automatic,Gray,Black,50000,1,51000.0,55321.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Legend Auto Sales Inc,4.9,660.0,98168.0,4.8,27,5YJSA1E18GF147983
1587,2016,Model X,90D,30288,AWD,Automatic,Black,Black,72500,1,73000.0,77350.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Auto Quest,4.6,57.0,98108.0,5.0,12,5YJXCBE22GF004820
1588,2013,Model S,Performance,36614,RWD,Automatic,White,Black,42000,more than 1,,45934.0,Good,HOT CAR,10.0,Free CARFAX Report,Certified Benz & Beemer,4.9,7384.0,85257.0,4.9,47,5YJSA1CPXDFP04203
1590,2013,Model S,Performance,86297,RWD,Automatic,Blue,Beige,34999,more than 1,,40763.0,Great,NOT HOT,,Free CARFAX Report,Family Auto,5.0,2.0,84062.0,4.9,47,5YJSA1DP1DFP13497
1591,2015,Model S,85D,20541,AWD,Automatic,Black,Other,49994,1,,55130.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Power Ford,4.7,1612.0,87107.0,4.8,41,5YJSA1E26FF119140
1599,2018,Model S,100D,2064,AWD,Automatic,Black,Black,82982,1,,88939.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Centennial Leasing & Sales,5.0,553.0,80112.0,4.8,5,5YJSA1E23JF285589
1600,2015,Model S,85,27675,RWD,Automatic,Silver,Beige,41099,1,,45866.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,OffLeaseOnly.com The Nation's Used Car Destination,4.9,13060.0,33054.0,4.8,41,5YJSA1H19FF087626
1609,2017,Model S,75,23361,RWD,Automatic,Silver,Black,54450,1,,58302.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,eCarOne.com,4.9,1906.0,75006.0,4.7,25,5YJSA1E11HF206535
1611,2017,Model S,75,27259,RWD,Automatic,Black,Black,53950,1,,58302.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,eCarOne.com,4.9,1906.0,75006.0,4.7,25,5YJSA1E1XHF202757
1613,2012,Model S,Performance,50171,RWD,Other / Unknown,Brown,Gray,36484,1,,38480.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Earth Motorcars,4.6,307.0,75006.0,4.6,11,5YJSA1DP8CFS01069
1614,2014,Model S,60 kWh Battery,50937,RWD,Automatic,Blue,Beige,36989,1,,45075.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Auto Centrix,5.0,6.0,75006.0,4.9,33,5YJSA1S11EFP61615
1618,2015,Model S,85,18978,RWD,Automatic,Gray,Beige,44799,1,,49162.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,OffLeaseOnly.com The Nation's Used Car Destination,4.9,15688.0,32822.0,4.8,41,5YJSA1H19FF100911
1620,2017,Model S,P100D,11463,AWD,Automatic,Other,White,105000,1,,109464.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,VW Audi of Naples,4.9,3016.0,34104.0,4.7,25,5YJSA1E4XHF217348
1622,2013,Model S,Base,41152,RWD,Automatic,Green,Beige,34900,1,,41003.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Classic Cars Of Palm Beach LLC,5.0,111.0,33469.0,4.9,47,5YJSA1AC1DFP10794
1626,2015,Model S,90D,35903,AWD,Automatic,Silver,Other,58500,1,59000.0,61050.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Ferman BMW,4.8,2622.0,34684.0,4.8,41,5YJSA1E43FF119078
1627,2014,Model S,Performance,42757,RWD,Automatic,Red,Black,39900,1,44900.0,48166.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Sunshine Auto Mall,5.0,211.0,32817.0,4.9,33,5YJSA1H19EFP48070
1628,2016,Model S,85,35821,RWD,Automatic,Red,Black,50835,1,,51162.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Auto Collection of Murfreesboro,4.8,193.0,37130.0,4.8,27,5YJSA1E16GF121995
1629,2013,Model S,Base,116060,RWD,Automatic,Red,Black,24990,more than 1,,30915.0,Great,HOT CAR,5.0,CARFAX Report,Nesh Auto Sales,3.2,5.0,30076.0,4.9,47,5YJSA1DG3DFP11041
1630,2014,Model S,P85D,24194,AWD,Automatic,Brown,Black,55000,1,,58857.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Nelson Automotive,5.0,39.0,60056.0,4.9,33,5YJSA1H21EFP65521
1631,2017,Model S,75D,13621,AWD,Automatic,Black,Black,68800,more than 1,,69944.0,Good,HOT CAR,6.0,Free CARFAX Report,Mercedes-Benz Of Rochester,4.6,46.0,48307.0,4.7,25,5YJSA1E27HF211327
1632,2015,Model S,70D,22394,RWD,Automatic,Gray,Black,42900,more than 1,44200.0,46945.0,Good,NOT HOT,,Free CARFAX Report,Ricart Used Car Factory,4.8,4289.0,43125.0,4.8,41,5YJSA1E14FF107818
1633,2014,Model S,Performance,29038,RWD,Automatic,Silver,Gray,41999,more than 1,,45953.0,Good,NOT HOT,,Free CARFAX Report,Montrose Westside Auto Campus,4.6,460.0,44129.0,4.9,33,5YJSA1H19EFP33083
1634,2016,Model S,70D,35730,AWD,Automatic,White,Beige,47500,1,,49800.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Carbiz Greater Washington DC,4.7,74.0,20723.0,4.8,27,5YJSA1E2XGF127629
1635,2015,Model S,P85D,30626,AWD,Automatic,Black,Black,55498,1,55998.0,60505.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Long Cadillac,5.0,28.0,1772.0,4.8,41,5YJSA1H24FFP74067
1636,2017,Model X,75D,22417,AWD,Automatic,Silver,White,73973,1,,77290.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Manheim Imports,4.9,155.0,17545.0,4.9,17,5YJXCDE21HF077514
1637,2014,Model S,Base,25344,RWD,Automatic,Green,Black,41995,more than 1,42595.0,46451.0,Good,NOT HOT,,Free AutoCheck Report,Bell Mitsubishi,4.9,466.0,7065.0,4.9,33,5YJSA1S15EFP42730
1638,2015,Model S,85,39419,RWD,Automatic,Red,Other,41800,1,,44375.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,United Imports,4.7,93.0,95129.0,4.8,41,5YJSA1H18FF088041
1647,2015,Model S,85,21530,RWD,Automatic,White,Other,43800,1,,46569.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,United Imports,4.7,93.0,95129.0,4.8,41,5YJSA1H18FFP68053
1653,2015,Model S,70D,37962,AWD,Automatic,Black,Other,38995,1,39500.0,42827.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,United Imports,4.7,93.0,95129.0,4.8,41,5YJSA1S22FF093379
1668,2013,Model S,Performance,73464,RWD,Other / Unknown,Green,Beige,36982,1,37482.0,36437.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,AutoNation Honda Fremont,4.6,623.0,94538.0,4.9,47,5YJSA1CP8DFP07911
1688,2012,Model S,Performance,22587,RWD,Automatic,Silver,Black,41800,1,,47049.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Autolinx,4.5,9.0,94590.0,4.6,11,5YJSA1DP6CFP02431
1690,2017,Model X,,17696,AWD,Automatic,Black,White,79991,1,,88627.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Walnut Creek Luxury Cars LLC,3.0,1.0,94596.0,4.9,17,5YJXCDE29HF057267
1692,2017,Model S,90D,19000,AWD,Automatic,Silver,White,69900,1,,73549.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Diablo Motors Auto Sales,5.0,5.0,94583.0,4.7,25,5YJSA1E27HF190558
1702,2017,Model X,75D,6851,AWD,Automatic,Silver,Black,86997,1,,91236.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Fletcher Jones Motorcars,4.9,2880.0,92660.0,4.9,17,5YJXCAE23HF055853
1703,2015,Model S,70,39418,AWD,Automatic,Silver,Black,41995,1,,44561.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,San Diego eCars Inc.,,,92126.0,4.8,41,5YJSA1E16FF105276
1706,2016,Model S,75,28884,RWD,Automatic,Gray,Black,53038,1,53999.0,58846.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Northwest Motorsport - Puyallup,4.9,12245.0,98371.0,4.8,27,5YJSA1E10GF154569
1707,2017,Model S,60,16889,RWD,Automatic,Blue,Other,58980,more than 1,,63804.0,Good,NOT HOT,,CARFAX Report,Arrotta's Automax & RVs,4.4,82.0,99208.0,4.7,25,5YJSA1E17HF186873
1709,2015,Model S,85D,44000,AWD,Automatic,Beige,Gray,46995,more than 1,,54484.0,Great,NOT HOT,,CARFAX Report,Certified Luxury Auto,5.0,30.0,85257.0,4.8,41,5YJSA1H23FF087985
1710,2013,Model S,Performance,29795,RWD,Automatic,White,Beige,47999,1,,46763.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Galleria Motorcars,,,85257.0,4.9,47,5YJSA1CP0DFP07319
1723,2017,Model S,,23907,AWD,Automatic,Silver,White,74999,more than 1,,58505.0,Fair,NOT HOT,,CARFAX Report,Springs Automotive Group,4.7,177.0,80110.0,4.7,25,5YJSA1E24HF188637
1725,2015,Model S,85D,19692,AWD,Automatic,Gray,Beige,44998,1,,48898.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,HGreg.com Orlando,4.7,1202.0,32809.0,4.8,41,5YJSA1H27FFP78114
1726,2014,Model S,Performance,43696,RWD,Automatic,Blue,Gray,40997,1,,42768.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Thiel Motor Sales Inc.,4.4,47.0,52742.0,4.9,33,5YJSA1H13EFP53331
1727,2016,Model S,P90D,27350,AWD,Automatic,Black,Black,78990,1,,79752.0,Good,HOT CAR,9.0,Free CARFAX 1-Owner Report,Chicago Cars Online,5.0,1.0,60101.0,4.8,27,5YJSA1E4XGF142519
1729,2016,Model S,P90D,20302,AWD,Automatic,Black,Beige,78988,more than 1,79955.0,79752.0,Good,NOT HOT,,Free CARFAX Report,Ultimo Motors East,4.1,104.0,60559.0,4.8,27,5YJSA1E41GF120232
1730,2017,Model S,,23943,AWD,Automatic,Gray,Other,74850,1,,74953.0,Good,HOT CAR,10.0,Free CARFAX 1-Owner Report,MINI of Chicago,4.6,48.0,60614.0,4.7,25,5YJSA1E20HF189932
1736,2018,Model X,100D,11222,AWD,Automatic,Black,Black,94500,1,97995.0,98417.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Unlimited Motors,4.1,193.0,46074.0,5.0,5,5YJXCAE20JF102228
1737,2017,Model X,75D,11360,AWD,Automatic,Gray,White,77848,1,78998.0,69724.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Hanna Imports,4.9,1917.0,27608.0,4.9,17,5YJXCBE2XHF040188
1738,2015,Model S,70D,23789,AWD,Automatic,Blue,Black,44995,more than 1,,48446.0,Good,NOT HOT,,CARFAX Report,Auto Expo Ent Inc,4.8,1014.0,11021.0,4.8,41,5YJSA1S2XFF089662
1752,2016,Model S,P90D,34230,AWD,Automatic,Red,Black,51995,1,,76868.0,Great,HOT CAR,11.0,Free CARFAX 1-Owner Report,Freeman Motor Company of Portland,3.8,18.0,97219.0,4.8,27,5YJSA1E29GF134197
1758,2013,Model S,Performance,46773,RWD,Other / Unknown,White,Black,41999,1,,43889.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Carizona,4.4,20.0,85225.0,4.9,47,5YJSA1DP0DFP07626
1769,2015,Model S,90D,46587,AWD,Automatic,Black,Black,49999,more than 1,,61479.0,Great,HOT CAR,8.0,CARFAX Report,Performance Motors,,,84042.0,4.8,41,5YJSA1E23FF115627
1772,2016,Model X,90D,39215,AWD,Automatic,Red,Black,68500,1,69400.0,65238.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Priced Rite Auto,,,68528.0,5.0,12,5YJXCBE29GF004975
1776,2013,Model S,Performance,15910,RWD,Automatic,Gray,Beige,42998,1,,48755.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,HGreg.com Orlando,4.7,1202.0,32809.0,4.9,47,5YJSA1DP2DFP20409
1778,2016,Model S,P90D,26992,AWD,Automatic,White,Gray,72888,1,,79752.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Mancuso Motorsports,4.5,17.0,60654.0,4.8,27,5YJSA1E41GF125205
1796,2018,Model X,75D/100D/P100D,3133,AWD,Automatic,Black,Black,89995,1,91495.0,73380.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Auto Boutique,4.4,47.0,43204.0,5.0,5,5YJXCBE21JF088619
1827,2014,Model S,Base,43188,RWD,Automatic,Blue,Beige,39995,more than 1,,40281.0,Good,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.9,33,5YJSA1H11EFP47477
1828,2014,Model S,Base,52326,RWD,Automatic,Blue,Beige,37995,more than 1,,38124.0,Good,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.9,33,5YJSA1S14EFP38247
1829,2015,Model S,85D,46182,AWD,Automatic,Black,Beige,43995,more than 1,,47360.0,Good,NOT HOT,,CARFAX Report,Auto Expo Ent Inc,4.8,1014.0,11021.0,4.8,41,5YJSA1H20FF096711
1832,2012,Model S,Performance,25450,RWD,Automatic,Green,Beige,40995,1,,45928.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Kuni BMW,4.7,1094.0,97005.0,4.6,11,5YJSA1CP4CFP02400
1837,2016,Model S,P90D,30911,AWD,Automatic,Blue,Beige,69995,more than 1,71995.0,79492.0,Good,NOT HOT,,Free CARFAX Report,Ron Tonkin Gran Turismo,4.8,16.0,97070.0,4.8,27,5YJSA1E40GF126555
1855,2018,Model 3,Long Range,10228,RWD,Automatic,White,Black,47150,1,,58042.0,Great,HOT CAR,6.0,Free CARFAX 1-Owner Report,Shift Los Angeles,3.0,31.0,90022.0,4.5,69,5YJ3E1EAXJF003173
1866,2014,Model S,Base,48812,RWD,Automatic,Gray,Other,39469,more than 1,41999.0,42359.0,Good,NOT HOT,,Free CARFAX Report,private_seller,3.0,2.0,97209.0,4.9,33,5YJSA1S13EFP63382
1867,2015,Model S,85,43080,RWD,Automatic,White,Black,45995,1,,46096.0,Good,HOT CAR,10.0,Free CARFAX 1-Owner Report,San Diego eCars Inc.,,,92126.0,4.8,41,5YJSA1H14FFP75789
1870,2013,Model S,Base,50846,RWD,Automatic,Brown,Black,34995,more than 1,35995.0,36366.0,Good,NOT HOT,,Free CARFAX Report,Black Label Auto Firm,4.0,4.0,92504.0,4.9,47,5YJSA1CG5DFP18154
1876,2014,Model S,Base,45100,RWD,Automatic,Gray,White,38000,1,38800.0,40556.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Auto Quest,4.6,57.0,98108.0,4.9,33,5YJSA1H19EFP44892
1896,2016,Model X,P90D,24395,AWD,Automatic,Black,Black,79999,1,81999.0,86651.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Galleria Motorcars,,,85257.0,5.0,12,5YJXCBE40GF006986
1897,2017,Model X,100D,15595,AWD,Automatic,Black,Black,92900,more than 1,,98202.0,Good,NOT HOT,,Free CARFAX Report,The Collection of Scottsdale,,,85260.0,4.9,17,5YJXCBE29HF061260
1899,2013,Model S,Performance,59420,RWD,Other / Unknown,Black,Beige,40379,1,41379.0,38997.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Mile High Car Helper,5.0,13.0,80223.0,4.9,47,5YJSA1DP6DFP18792
1913,2010,Roadste,,57500,RWD,Automatic,Gray,Black,59989,more than 1,,56807.0,Fair,HOT CAR,11.0,Free CARFAX Report,Auto Centrix,5.0,6.0,75006.0,5.0,4,5YJRE1A34A1001157
1916,2017,Model S,,9237,AWD,Automatic,Blue,Other,83995,more than 1,,92105.0,Good,NOT HOT,,Free CARFAX Report,Graham Audi Volkswagen,,,57105.0,4.7,25,5YJSA1E2XHF229296
1921,2014,Model S,Base,42409,RWD,Automatic,Brown,Beige,42990,more than 1,,45149.0,Good,NOT HOT,,Free CARFAX Report,ALM Kennesaw,4.8,816.0,30144.0,4.9,33,5YJSA1H14EFP43469
1922,2014,Model S,P85D,23674,AWD,Automatic,Silver,Black,51995,1,,58302.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Highline Auto Sales,4.6,272.0,60527.0,4.9,33,5YJSA1H29EFP62978
1928,2017,Model S,100D,18746,AWD,Automatic,Blue,Black,83850,more than 1,,87145.0,Good,NOT HOT,,Free CARFAX Report,Fishers Imports,4.8,28.0,46038.0,4.7,25,5YJSA1E20HF232620
1929,2013,Model S,Base,46466,RWD,Automatic,Brown,Beige,31990,more than 1,,34996.0,Good,NOT HOT,,Free CARFAX Report,NextGear Motors,4.4,7.0,27603.0,4.9,47,5YJSA1AG5DFP11790
1930,2017,Model X,75D,22036,AWD,Automatic,Blue,White,72941,1,,77701.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Ourisman Lexus,,,20855.0,4.9,17,5YJXCDE25HF040532
1931,2015,Model S,85,30713,RWD,Automatic,Black,Other,43800,1,44800.0,46694.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,United Imports,4.7,93.0,95129.0,4.8,41,5YJSA1H14FF091969
1932,2015,Model S,60,17203,RWD,Automatic,Blue,Other,42800,1,44800.0,46214.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,United Imports,4.7,93.0,95129.0,4.8,41,5YJSA1S15FFP77494
1939,2014,Model S,Base,59202,RWD,Automatic,Silver,Gray,38977,more than 1,,41396.0,Good,NOT HOT,,Free CARFAX Report,Victory Honda of Morgan Hill,1.0,1.0,95037.0,4.9,33,5YJSA1S14EFP60832
1943,2016,Model S,75D,31106,RWD,Automatic,Blue,Other,53677,1,,57021.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,John L. Sullivan Chevrolet of Roseville,4.4,1880.0,95661.0,4.8,27,5YJSA1E16GF150882
1945,2013,Model S,Base,88757,RWD,Automatic,Blue,Black,32559,more than 1,,32953.0,Good,NOT HOT,,Free CARFAX Report,Leaders Motor Inc,,,91204.0,4.9,47,5YJSA1DG6DFP03967
1947,2013,Model S,Performance,13097,RWD,Automatic,Green,Gray,47995,more than 1,49995.0,54107.0,Good,NOT HOT,,Free CARFAX Report,O.C. AUTOHAUS,4.3,67.0,92683.0,4.9,47,5YJSA1DP9DFP06491
1949,2015,Model S,70,32852,RWD,Automatic,Gray,Black,41988,1,,46603.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,iDeal Motors,5.0,28.0,92627.0,4.8,41,5YJSA1E12FF113827
1950,2016,Model S,75,40408,RWD,Automatic,Blue,Black,52988,1,,55392.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,iDeal Motors,5.0,28.0,92627.0,4.8,27,5YJSA1E11GF154600
1951,2018,Model 3,,4152,RWD,Automatic,Black,Black,49861,1,,55401.0,Good,HOT CAR,5.0,Free CARFAX 1-Owner Report,Jaguar Land Rover Newport Beach,4.1,101.0,92660.0,4.5,69,5YJ3E1EA7JF176438
1952,2018,Model 3,Long Range,1311,RWD,Automatic,Black,Black,49877,1,,53618.0,Good,HOT CAR,6.0,Free CARFAX 1-Owner Report,BMW Encinitas,4.1,458.0,92024.0,4.5,69,5YJ3E1EA0JF109132
1953,2013,Model S,Base,57000,RWD,Other / Unknown,Silver,Other,35999,more than 1,,36651.0,Good,NOT HOT,,Free CARFAX Report,Siry Auto Group,4.8,472.0,92111.0,4.9,47,5YJSA1CN5DFP07069
1954,2016,Model S,P90D,2561,AWD,Automatic,Black,Black,78999,1,,83908.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Northwest Motorsport - Puyallup,4.9,12245.0,98371.0,4.8,27,5YJSA1E40GF128306
1955,2016,Model S,90D,16177,AWD,Automatic,Brown,Beige,59999,1,,63480.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Northwest Motorsport - Puyallup,4.9,12245.0,98371.0,4.8,27,5YJSA1E26GF153578
1958,2014,Model S,Performance,41908,RWD,Automatic,Blue,Black,45888,more than 1,,48718.0,Good,NOT HOT,,Free CARFAX Report,Sandberg Volvo Cars,4.7,540.0,98037.0,4.9,33,5YJSA1H17EFP47788
1959,2016,Model S,90D,14145,AWD,Automatic,White,Beige,62950,1,,66159.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Mark Kia,4.2,895.0,85257.0,4.8,27,5YJSA1E26GF125148
1960,2013,Model S,Performance,64739,RWD,Automatic,Black,Black,39950,more than 1,,44023.0,Good,HOT CAR,6.0,Free CARFAX Report,Mark Kia,4.2,895.0,85257.0,4.9,47,5YJSA1DP5DFP06049
1962,2013,Model S,Performance,69303,RWD,Other / Unknown,Black,Beige,39999,1,,40425.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Carizona,4.4,20.0,85225.0,4.9,47,5YJSA1DP3DFP05384
1963,2013,Model S,Performance,62059,RWD,Automatic,White,Black,40995,more than 1,,42590.0,Good,NOT HOT,,Free CARFAX Report,Scottsdale Auto Group,5.0,1.0,85260.0,4.9,47,5YJSA1CP5DFP20048
1965,2015,Model S,90D,42763,AWD,Automatic,Red,Black,46832,more than 1,,51354.0,Good,NOT HOT,,Free CARFAX Report,Rocky Mountain Motors,4.4,44.0,83401.0,4.8,41,5YJSA1E25FF111529
1972,2016,Model S,75D,22968,AWD,Automatic,Blue,Black,52996,1,,58539.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,"Certified Autoplex, Inc.",4.8,1330.0,75006.0,4.8,27,5YJSA1E21GF137787
1974,2015,Model S,90D,29064,AWD,Automatic,Blue,Gray,59560,more than 1,,63417.0,Good,NOT HOT,,Free CARFAX Report,McCarthy-Morse Chevrolet,4.9,146.0,66212.0,4.8,41,5YJSA1E46FF115302
1975,2013,Model S,Performance,68988,RWD,Other / Unknown,White,White,39995,more than 1,,42023.0,Good,NOT HOT,,Free CARFAX Report,"City Auto Sales, LLC",4.7,155.0,38128.0,4.9,47,5YJSA1CP1DFP25831
1976,2018,Model S,75D,13025,AWD,Automatic,Black,Black,61407,more than 1,,59218.0,Fair,NOT HOT,,Free AutoCheck Report,Kayser Chrysler Center,4.5,96.0,53583.0,4.8,5,5YJSA1E23JF248655
1977,2016,Model S,75,20528,RWD,Automatic,Silver,Black,47999,1,,58381.0,Great,HOT CAR,10.0,Free CARFAX 1-Owner Report,Atlanta Autos,4.3,914.0,30062.0,4.8,27,5YJSA1E19GF170835
1990,2016,Model X,P90D/75D/P100D,25464,AWD,Automatic,White,Beige,72907,1,76907.0,82110.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,North Shore Auto's,5.0,1.0,60060.0,5.0,12,5YJXCBE4XGF000760
