"","hotornot","year","config","drivetrain","mileage.x","ext_color","int_color","price.x","good_deal_margin","deal","dealer","dealer_rating","dealer_review_number","consumer_rating","consumer_review_number","fleet","hasAccidents","daysOnMarket","ownerCount"
"224","NOT HOT",2017,"75","RWD",30079,"Black","Other",48863,55179,"Good","Folsom Lake Toyota",4.7,170,4.7,25,"True","False",11,1
"225","NOT HOT",2017,"75D","RWD",25808,"Black","Other",51782,56251,"Good","Hyundai Nissan of Serramonte",1,105,4.7,25,"True","False",23,1
"226","NOT HOT",2017,"75","RWD",16519,"Black","Other",49496,51836.0835579515,"not_rating","Bill Luke Chrysler Jeep Dodge RAM",4.4,842,4.7,25,"True","False",2,1
"227","NOT HOT",2015,"70","RWD",34290,"White","Black",39799,51836.0835579515,"not_rating","OffLeaseOnly.com The Nation's Used Car Destination",4.9,13060,4.8,41,"False","False",131,2
"228","NOT HOT",2015,"70","RWD",38533,"White","Beige",40988,44723,"Good","iDeal Motors",5,28,4.8,41,"False","True",81,1
"229","NOT HOT",2016,"","RWD",139168,"Black","Gray",37900,42421,"Good","Sunshine Auto Mall",5,211,4.8,27,"False","True",2,1
"230","NOT HOT",2016,"70","RWD",61432,"Black","Other",41995,47748,"Good","Quantum Auto Sales",4.7,71,4.8,27,"False","False",63,1
"231","NOT HOT",2017,"60","RWD",16889,"Blue","Other",58980,63804,"Good","Arrotta's Automax & RVs",4.4,82,4.7,25,"False","False",288,1
"232","NOT HOT",2017,"75","RWD",16183,"Black","Black",53785,57619,"Good","AutoNation Chrysler Dodge Jeep Ram Bellevue",4.4,264,4.7,25,"True","False",45,1
"233","NOT HOT",2017,"75","RWD",20385,"White","Other",54372,57144,"Good","Audi Palo Alto",4.5,1358,4.7,25,"True","False",8,1
"234","NOT HOT",2015,"70D","RWD",32185,"Silver","Black",43490,47786,"Good","Sheehy Hyundai of Waldorf",4.2,112,4.8,41,"False","False",11,3
"235","NOT HOT",2016,"85","RWD",14912,"Gray","Black",54999,59064,"Good","Northwest Motorsport - Puyallup",4.9,12245,4.8,27,"True","False",47,1
"236","HOT CAR",2016,"75","RWD",42173,"Black","Black",39995,38465,"Fair","Highline Auto Sales",4.6,272,4.8,27,"False","True",8,1
"237","HOT CAR",2016,"75","RWD",35305,"White","Beige",53988,55526,"Good","iDeal Motors",5,28,4.8,27,"False","False",15,1
"238","NOT HOT",2016,"75D","RWD",25560,"Gray","Black",50000,55321,"Good","Legend Auto Sales Inc",4.9,660,4.8,27,"False","True",75,1
"239","NOT HOT",2016,"75","RWD",24440,"Gray","Black",54988,51836.0835579515,"not_rating","iDeal Motors",5,28,4.8,27,"False","True",2,1
"240","NOT HOT",2017,"75","RWD",15751,"Black","Black",51981,56000,"Good","Mercedes-Benz of Walnut Creek",4.7,241,4.7,25,"True","False",9,1
"241","NOT HOT",2017,"75","RWD",21360,"Black","Black",49863,55321,"Good","Bill Brandt Ford Inc",4.9,494,4.7,25,"True","False",17,1
"242","NOT HOT",2017,"75","RWD",30315,"Silver","Black",49992,55023,"Good","Chevrolet of Stevens Creek",5,1,4.7,25,"True","False",33,1
"243","NOT HOT",2017,"75","RWD",23158,"Black","Black",49499,55410,"Good","Daly City Mitsubishi",4.2,5,4.7,25,"True","False",10,1
"244","NOT HOT",2015,"85","RWD",47048,"Gray","Gray",44988,51516,"Good","iDeal Motors",5,28,4.8,41,"False","False",16,1
"245","NOT HOT",2016,"70D","RWD",5084,"Red","Black",46490,54539,"Great","ALM Gwinnett",4.8,1025,4.8,27,"False","False",17,1
"246","HOT CAR",2016,"75","RWD",20528,"Silver","Black",47999,58381,"Great","Atlanta Autos",4.3,914,4.8,27,"False","False",3,1
"247","NOT HOT",2017,"75","RWD",15843,"Black","Black",50995,55135,"Good","San Diego Auto Finder",5,6,4.7,25,"True","True",44,1
"248","HOT CAR",2017,"75","RWD",20429,"White","Other",54976,55355,"Good","Folsom Lake Toyota",4.7,170,4.7,25,"True","False",4,1
"249","NOT HOT",2017,"75","RWD",20276,"Gray","Black",51981,56000,"Good","Mercedes-Benz of Walnut Creek",4.7,241,4.7,25,"True","False",9,1
"250","HOT CAR",2017,"75","RWD",16950,"White","Black",58800,60903,"Good","Dallas Truck World",4.6,35,4.7,25,"True","False",6,1
"251","HOT CAR",2017,"75","RWD",23674,"Black","Black",57506,57039,"Fair","Frontier Ford",4.7,578,4.7,25,"True","False",5,1
"252","NOT HOT",2015,"70","RWD",33850,"Black","Other",40299,45184,"Good","The Taverna Collection",3.7,60,4.8,41,"False","False",76,1
"253","NOT HOT",2016,"75D","RWD",46579,"Black","Black",42499,41770,"Fair","Las Vegas Auto Sport",3.4,10,4.8,27,"False","False",15,1
"254","NOT HOT",2016,"70","RWD",25564,"Silver","Gray",39990,50517,"Great","Auto Show Sales & Service",4.8,338,4.8,27,"False","True",3,1
"255","NOT HOT",2016,"75D","RWD",14657,"Black","Other",51991,55321,"Good","Excellent Choice Auto Sales",4.39333333333333,592.363265306122,4.8,27,"False","True",32,1
"256","NOT HOT",2017,"75","RWD",27259,"Black","Black",53950,58302,"Good","eCarOne.com",4.9,1906,4.7,25,"True","False",42,1
"257","NOT HOT",2017,"75D","RWD",28786,"Black","Black",51973,57538,"Good","Bill Luke Chrysler Jeep Dodge RAM",4.4,842,4.7,25,"True","False",17,1
"258","NOT HOT",2017,"75","RWD",22217,"Black","Black",50499,55410,"Good","Daly City Mitsubishi",4.2,5,4.7,25,"True","False",17,1
"259","NOT HOT",2017,"75","RWD",24127,"Silver","Black",52889,57039,"Good","Stevens Creek INFINITI",5,10,4.7,25,"True","False",39,1
"260","NOT HOT",2017,"75","RWD",17283,"Black","Black",51491,56000,"Good","Lexus of Marin",4.8,351,4.7,25,"True","False",18,1
"261","NOT HOT",2017,"75","RWD",16944,"Other","Black",49496,51836.0835579515,"not_rating","Bill Luke Tempe",4.6,453,4.7,25,"True","False",2,1
"262","NOT HOT",2015,"70D","AWD",26171,"Blue","Gray",45499,49232,"Good","DriveMaxGroup.com",4.1,63,4.8,41,"False","False",166,1
"263","NOT HOT",2015,"70D","AWD",27281,"Blue","Black",42775,47558,"Good","Carplus",4.39333333333333,592.363265306122,4.8,41,"False","False",180,1
"264","NOT HOT",2015,"85D","AWD",49506,"Black","Black",46995,45026,"Fair","Highline Auto Sales",4.6,272,4.8,41,"False","False",42,1
"265","HOT CAR",2016,"90D","AWD",25404,"Blue","Beige",45995,55321,"Great","BM Motorcars",4.5,818,4.8,27,"False","True",8,2
"266","NOT HOT",2016,"90D","AWD",37070,"Silver","Black",51490,54844,"Good","Autos of Palm Beach",5,35,4.8,27,"False","False",4,1
"267","NOT HOT",2016,"70D","AWD",18810,"Blue","Black",44995,54743,"Great","BM Motorcars",4.5,818,4.8,27,"False","False",30,1
"268","NOT HOT",2016,"90D","AWD",24082,"Blue","Other",51555,55241,"Good","Sam Jidd Luxury LLC",3.9,7,4.8,27,"False","True",9,1
"269","HOT CAR",2016,"70D","AWD",15838,"Blue","Beige",43990,46280,"Good","NextGear Motors",4.4,7,4.8,27,"False","False",8,1
"270","HOT CAR",2016,"90D","AWD",40601,"Silver","Gray",46995,51836.0835579515,"not_rating","RDU Auto Sales",5,107,4.8,27,"False","True",2,1
"271","NOT HOT",2016,"90D","AWD",24666,"Blue","Gray",57999,63977,"Good","Auto House",4.8,11,4.8,27,"False","False",108,1
"272","NOT HOT",2016,"70D","AWD",37567,"Blue","Black",51977,45856,"Fair","Ultimo Motors East",4.1,104,4.8,27,"False","False",219,1
"273","NOT HOT",2016,"75D","AWD",21450,"Black","Beige",58795,63382,"Good","CARSMITH MOTORS",5,5,4.8,27,"False","False",221,1
"274","NOT HOT",2016,"DRIVE TRAIN-ALL WHEEL SIRIUS","AWD",24192,"Brown","Beige",69000,57814,"Fair","Motorpoint Roswell",3.8,23,4.8,27,"False","False",52,1
"275","NOT HOT",2016,"75D","AWD",31623,"Gray","Other",49991,55127,"Good","Manheim Imports",4.9,155,4.8,27,"False","False",14,2
"276","NOT HOT",2017,"90D","AWD",18321,"Black","Black",71995,75838,"Good","O.C. AUTOHAUS",4.3,67,4.7,25,"True","False",37,2
"277","HOT CAR",2017,"","AWD",23943,"Gray","Other",74850,74953,"Good","MINI of Chicago",4.6,48,4.7,25,"False","False",79,1
"278","NOT HOT",2017,"75D","AWD",29044,"Black","Black",64800,68186,"Good","Ultimo Motors North Shore",5,21,4.7,25,"False","False",23,1
"279","NOT HOT",2017,"100D","AWD",18746,"Blue","Black",83850,87145,"Good","Fishers Imports",4.8,28,4.7,25,"False","False",206,1
"280","NOT HOT",2018,"","AWD",14643,"Black","Other",66004,58062,"Fair","Lexus of Queens",4.8,462,4.8,5,"True","False",2,1
"281","NOT HOT",2018,"75D","AWD",14019,"Black","Other",58855,51836.0835579515,"not_rating","Sam Jidd Luxury LLC",3.9,7,4.8,5,"True","False",30,1
"282","NOT HOT",2018,"100D","AWD",19979,"Blue","Black",79950,68622,"Fair","Audi Richfield",4.4,7,4.8,5,"False","False",33,1
"283","NOT HOT",2015,"85D","AWD",71821,"Black","Black",43800,41479,"Fair","Roadsport",4.39333333333333,592.363265306122,4.8,41,"False","True",353,1
"284","NOT HOT",2015,"70D","AWD",24115,"Black","Black",45499,49232,"Good","Carizona",4.4,20,4.8,41,"False","False",44,1
"285","NOT HOT",2015,"85D","AWD",30680,"Black","Black",46991,49735,"Good","Legend Auto Sales Inc",4.9,660,4.8,41,"False","True",95,1
"286","NOT HOT",2016,"","AWD",44061,"White","Beige",51485,53597,"Good","Modern Auto Sales",4.9,332,4.8,27,"False","False",59,1
"287","NOT HOT",2016,"90D","AWD",40385,"Silver","Gray",50621,54313,"Good","Roesch Ford",4.6,285,4.8,27,"False","False",173,1
"288","NOT HOT",2016,"90D","AWD",55370,"Gray","Gray",52991,50049,"Fair","Warwick Autopark",5,128,4.8,27,"False","False",192,1
"289","NOT HOT",2016,"75D","AWD",22968,"Blue","Black",52996,58539,"Good","Certified Autoplex, Inc.",4.8,1330,4.8,27,"False","False",29,2
"290","NOT HOT",2016,"75D","AWD",20303,"Blue","Black",55889,58539,"Good","Auto Centrix",5,6,4.8,27,"False","False",53,1
"291","NOT HOT",2016,"75D","AWD",22248,"Silver","Beige",51795,55306,"Good","ALM Gwinnett",4.8,1025,4.8,27,"False","False",135,2
"292","NOT HOT",2016,"75D","AWD",3639,"Silver","Black",64800,60338,"Fair","Chicago Motor Cars",4.7,542,4.8,27,"False","False",58,3
"293","NOT HOT",2017,"75D","AWD",21874,"Silver","Black",69995,72973,"Good","Rockland Motors",4.7,138,4.7,25,"False","False",331,1
"294","NOT HOT",2017,"100D","AWD",11833,"Blue","Black",74581,74953,"Good","Westcoast Auto Sales",4.9,1779,4.7,25,"False","False",210,1
"295","HOT CAR",2018,"","AWD",15577,"Black","Other",62777,57483,"Fair","Cadillac Of Greenwich",3.7,39,4.8,5,"True","False",3,1
"296","HOT CAR",2018,"75D","AWD",16606,"Black","Black",59552,64694,"Good","Thrifty Car Sales - Reisterstown",4.8,79,4.8,5,"True","False",4,1
"297","NOT HOT",2018,"75D","AWD",14010,"Black","Black",63203,67313,"Good","McGrath Lexus of Westmont",2.4,57,4.8,5,"True","False",10,1
"298","NOT HOT",2018,"75D","AWD",13132,"Black","Black",64500,68727,"Good","Young Chevrolet",3.5,99,4.8,5,"True","False",17,1
"299","HOT CAR",2018,"75D","AWD",3040,"Black","Black",63991,51836.0835579515,"not_rating","Mark Kia",4.2,895,4.8,5,"True","False",2,1
"300","NOT HOT",2015,"85D","AWD",30044,"Gray","Black",46589,51649,"Good","Auto Centrix",5,6,4.8,41,"False","False",9,1
"301","NOT HOT",2016,"90D","AWD",33268,"White","Beige",51979,63101,"Great","Major Motor Cars",5,10,4.8,27,"False","False",120,2
"302","NOT HOT",2016,"70D","AWD",60219,"White","Black",44980,43306,"Fair","Radical Auto",4.7,11,4.8,27,"False","False",220,2
"303","NOT HOT",2016,"75D","AWD",33704,"White","Black",54988,51836.0835579515,"not_rating","iDeal Motors",5,28,4.8,27,"False","False",2,1
"304","NOT HOT",2016,"75D","AWD",50901,"White","Beige",48390,53176,"Good","Current Automotive",4.39333333333333,592.363265306122,4.8,27,"False","False",12,1
"305","NOT HOT",2017,"","AWD",9735,"Black","Other",74880,60562,"Fair","Bobby Rahal Motorcar Company",4.2,90,4.7,25,"False","False",47,1
"306","HOT CAR",2017,"75D","AWD",8196,"Blue","Black",63495,66409,"Good","Texas Cars Direct",4.9,176,4.7,25,"False","False",4,1
"307","NOT HOT",2017,"100D","AWD",18238,"Blue","White",76597,78996,"Good","Tim Dahle INFINITI",2.7,24,4.7,25,"False","False",33,2
"308","NOT HOT",2015,"90D","AWD",30460,"Silver","Beige",49915,53540,"Good","Ramsey Auto Center",4.7,760,4.8,41,"False","False",46,3
"309","NOT HOT",2015,"90D","AWD",26433,"Other","Other",43999,49003,"Good","1st Choice Autos",5,45,4.8,41,"False","False",16,1
"310","NOT HOT",2015,"90D","AWD",39432,"Silver","Other",42988,48628,"Good","Fairfax Motors, Inc.",3.5,29,4.8,41,"False","False",53,1
"311","NOT HOT",2015,"70D","AWD",14300,"Gray","Black",46851,53339,"Good","Priced Rite Auto",4.39333333333333,592.363265306122,4.8,41,"True","False",53,1
"312","HOT CAR",2015,"90D","AWD",46587,"Black","Black",49999,61479,"Great","Performance Motors",4.39333333333333,592.363265306122,4.8,41,"False","False",5,1
"313","NOT HOT",2015,"90D","AWD",25439,"Blue","Other",53999,57325,"Good","World Auto Inc.",4.39333333333333,592.363265306122,4.8,41,"False","False",15,1
"314","NOT HOT",2016,"70D","AWD",9752,"Blue","Beige",49599,54400,"Good","OffLeaseOnly.com The Nation's Used Car Destination",4.9,13782,4.8,27,"False","True",572,2
"315","HOT CAR",2016,"","AWD",38085,"Blue","Beige",50895,46149,"Fair","Auto Boutique",4.4,47,4.8,27,"False","False",7,1
"316","NOT HOT",2016,"P90D","AWD",24565,"Silver","Other",49988,70264,"Great","Fairfax Motors, Inc.",3.5,29,4.8,27,"False","True",67,1
"317","HOT CAR",2016,"70D","AWD",24498,"Gray","Gray",43995,49277,"Good","Highline Motor Cars",4.7,91,4.8,27,"False","False",88,1
"318","NOT HOT",2016,"90D","AWD",5624,"Red","Black",60989,65026,"Good","Auto Centrix",5,6,4.8,27,"False","False",9,1
"319","NOT HOT",2016,"90D","AWD",23230,"Black","Black",51700,55275,"Good","Marietta Luxury Motors",4.7,1621,4.8,27,"False","True",107,1
"320","NOT HOT",2016,"70D","AWD",30597,"White","Other",40855,45660,"Good","Sam Jidd Luxury LLC",3.9,7,4.8,27,"False","True",23,1
"321","NOT HOT",2016,"90D","AWD",51591,"Black","Beige",57988,57524,"Fair","iDeal Motors",5,28,4.8,27,"False","False",32,1
"322","HOT CAR",2017,"90D","AWD",32548,"White","Black",64887,68040,"Good","Current Automotive",4.39333333333333,592.363265306122,4.7,25,"False","False",5,1
"323","NOT HOT",2017,"100D","AWD",14944,"Silver","White",79888,68622,"Fair","Mark Motors",4.39333333333333,592.363265306122,4.7,25,"False","False",22,1
"324","HOT CAR",2018,"75D","AWD",13636,"Black","Black",61998,65206,"Good","Texas Car One",4.9,62,4.8,5,"True","False",4,1
"325","NOT HOT",2018,"75D","AWD",13025,"Black","Black",61407,59218,"Fair","Kayser Chrysler Center",4.5,96,4.8,5,"True","False",11,1
"326","NOT HOT",2018,"","AWD",15984,"Other","Other",49496,51836.0835579515,"not_rating","Volkswagen Audi Boise",4.5,121,4.8,5,"True","False",2,1
"327","NOT HOT",2018,"75D","AWD",13196,"Black","Black",65375,69743,"Good","Community Chrysler Dodge Jeep RAM",4.9,101,4.8,5,"True","False",15,1
"328","NOT HOT",2018,"100D","AWD",2064,"Black","Black",82982,88939,"Good","Centennial Leasing & Sales",5,553,4.8,5,"False","False",43,1
"329","NOT HOT",2018,"75D","AWD",2792,"Black","Black",63991,51836.0835579515,"not_rating","Mark Mitsubishi Scottsdale",3.4,43,4.8,5,"True","False",2,1
"330","NOT HOT",2015,"90D","AWD",26780,"Gray","Black",54999,58909,"Good","Northwest Motorsport - Puyallup",4.9,12245,4.8,41,"False","False",38,1
"331","NOT HOT",2015,"70D","AWD",50913,"Black","Beige",37877,41923,"Good","Wholesale Inc.",4.8,340,4.8,41,"False","False",16,1
"332","HOT CAR",2015,"85D","AWD",21537,"Blue","Beige",46995,49148,"Good","City Auto Sales, LLC",4.7,155,4.8,41,"False","True",2,1
"333","NOT HOT",2015,"70D","AWD",29763,"Gray","Black",43495,48469,"Good","BM Motorcars",4.5,818,4.8,41,"False","False",22,1
"334","NOT HOT",2015,"70D","AWD",19773,"White","Other",44997,48067,"Good","World Class Motors",3.9,64,4.8,41,"False","True",72,1
"335","NOT HOT",2016,"70D","AWD",26681,"Gold","Black",49999,54706,"Good","Perfect 10 Auto",5,9,4.8,27,"False","True",324,1
"336","NOT HOT",2016,"85D","AWD",38191,"Gray","Black",50989,52611,"Good","Auto Centrix",5,6,4.8,27,"True","False",60,1
"337","NOT HOT",2016,"P90D","AWD",12292,"Black","Black",49998,65151,"Great","HGreg.com Orlando",4.7,1202,4.8,27,"False","True",133,2
"338","NOT HOT",2016,"","AWD",37825,"Black","Black",56750,53205,"Fair","Motor Werks - Barrington Auto Mall",4.9,2868,4.8,27,"False","False",23,1
"339","NOT HOT",2016,"70D","AWD",23877,"Gray","Black",49995,54710,"Good","Auto Expo Ent Inc",4.8,1014,4.8,27,"False","True",211,1
"340","NOT HOT",2016,"90D","AWD",57383,"Black","Black",48900,48362,"Fair","United Traders, Inc",4.39333333333333,592.363265306122,4.8,27,"False","True",11,1
"341","NOT HOT",2016,"90D","AWD",40066,"Black","Black",59885,62609,"Good","Private Collection Motors",4,52,4.8,27,"False","False",102,1
"342","NOT HOT",2017,"75D","AWD",14000,"Black","Other",69900,70857,"Good","Western Motors LA",5,2,4.7,25,"True","False",287,2
"343","NOT HOT",2017,"100D","AWD",11162,"Black","Black",84988,87862,"Good","Ferman Chevrolet of Tampa",4.7,1890,4.7,25,"False","True",16,1
"344","NOT HOT",2017,"90D","AWD",21557,"Red","Black",66801,69599,"Good","Select Luxury Cars",3.5,37,4.7,25,"False","False",22,1
"345","NOT HOT",2017,"90D","AWD",24410,"Black","Black",68800,73417,"Good","Autolinx",4.5,9,4.7,25,"True","False",74,1
"346","NOT HOT",2017,"90D","AWD",12679,"Gray","Other",76988,69322,"Fair","Rolls-Royce Motor Cars Raleigh",4.8,69,4.7,25,"False","False",138,1
"347","NOT HOT",2017,"100D","AWD",19700,"Silver","Black",74993,69638,"Fair","Bozard Ford",4.8,6984,4.7,25,"False","False",29,1
"348","NOT HOT",2018,"NAV HTD STS PARK ASST 19IN WLS","AWD",18588,"Black","Black",60990,56651,"Fair","Autos of Dallas",4.1,1000,4.8,5,"True","False",16,1
"349","HOT CAR",2018,"75D","AWD",19179,"Black","Other",63580,66437,"Good","Covert Buick GMC Austin",3.9,838,4.8,5,"True","False",4,1
"350","NOT HOT",2018,"","AWD",8627,"Black","Other",68995,51836.0835579515,"not_rating","Ourisman Chrysler Dodge Jeep Ram of Bowie",2.5,107,4.8,5,"True","False",3,1
"351","NOT HOT",2018,"75D","AWD",4854,"Gray","Black",69979,72036,"Good","Aristocrat Motors",5,17,4.8,5,"False","False",37,1
"352","NOT HOT",2015,"90D","AWD",42763,"Red","Black",46832,51354,"Good","Rocky Mountain Motors",4.4,44,4.8,41,"False","False",64,1
"353","NOT HOT",2015,"70D-1 OWNER AUTOPILOT ENABLED ROOF SUBZERO PACKAGE","AWD",17038,"White","Black",49888,57514,"Great","Chicago Auto Place",3.9,233,4.8,41,"False","False",36,1
"354","NOT HOT",2015,"90D","AWD",36648,"Gray","Gray",52999,51836.0835579515,"not_rating","Carizona",4.4,20,4.8,41,"False","False",2,1
"355","NOT HOT",2016,"90D","AWD",39709,"Silver","Black",59988,62609,"Good","iDeal Motors",5,28,4.8,27,"False","False",52,1
"356","HOT CAR",2016,"AWD 90D 4dr Liftback","AWD",10552,"Silver","Beige",63410,61576,"Fair","Vroom (Online Dealer - Nationwide Delivery)",4,5,4.8,27,"False","False",8,1
"357","HOT CAR",2016,"75D","AWD",15872,"Silver","Black",53968,57915,"Good","Current Automotive",4.39333333333333,592.363265306122,4.8,27,"False","False",5,1
"358","HOT CAR",2018,"75D","AWD",18902,"Black","Other",63580,66437,"Good","Covert Buick GMC Austin",3.9,838,4.8,5,"True","False",4,1
"359","NOT HOT",2015,"85D","AWD",31849,"Blue","Beige",47886,53740,"Good","Specialized Sales & Leasing",3.8,98,4.8,41,"False","False",80,1
"360","NOT HOT",2015,"70D","AWD",27834,"White","Other",39555,43966,"Good","Sam Jidd Luxury LLC",3.9,7,4.8,41,"False","True",23,1
"361","NOT HOT",2015,"90D","AWD",45744,"White","Beige",45999,51271,"Good","Drive A Dream",4.7,121,4.8,41,"False","False",101,1
"362","NOT HOT",2015,"70D","AWD",34601,"Gray","Black",42599,43997,"Good","Motor Cars of Nashville",4.3,40,4.8,41,"False","False",35,1
"363","NOT HOT",2015,"85D","AWD",26187,"Gray","Black",42990,51836.0835579515,"not_rating","Auto Show Sales & Service",4.8,338,4.8,41,"False","False",2,1
"364","NOT HOT",2015,"70D","AWD",33527,"White","Black",42995,48408,"Good","Auto Expo Ent Inc",4.8,1014,4.8,41,"False","True",211,3
"365","HOT CAR",2015,"90D","AWD",19795,"Red","Gray",56950,60283,"Good","Luxury Auto Plex LLC",4,11,4.8,41,"True","False",5,1
"366","NOT HOT",2015,"85D","AWD",20541,"Black","Other",49994,55130,"Good","Power Ford",4.7,1612,4.8,41,"False","False",107,3
"367","NOT HOT",2016,"85D","AWD",39625,"Beige","Beige",45700,52285,"Good","Carvana",4.4,320,4.8,27,"False","False",114,1
"368","NOT HOT",2016,"90D","AWD",14145,"White","Beige",62950,66159,"Good","Mark Kia",4.2,895,4.8,27,"False","False",43,1
"369","NOT HOT",2016,"70D","AWD",20692,"Black","Black",46999,51836.0835579515,"not_rating","OffLeaseOnly.com The Nation's Used Car Destination",4.9,15230,4.8,27,"False","False",92,1
"370","NOT HOT",2016,"85D","AWD",28988,"Silver","Beige",48500,53673,"Good","Price Pro",4.8,527,4.8,27,"False","False",33,1
"371","NOT HOT",2016,"90D","AWD",16177,"Brown","Beige",59999,63480,"Good","Northwest Motorsport - Puyallup",4.9,12245,4.8,27,"True","False",116,1
"372","NOT HOT",2017,"100D","AWD",6131,"Blue","Black",79999,91535,"Good","Northwest Motorsport - Puyallup",4.9,12245,4.7,25,"False","False",31,1
"373","NOT HOT",2017,"75D","AWD",30207,"Silver","Black",58995,63312,"Good","Highline Motor Cars",4.7,91,4.7,25,"False","False",44,1
"374","NOT HOT",2018,"75D","AWD",13307,"Black","Black",59500,61834,"Good","LW Automotive",4.6,136,4.8,5,"True","False",194,2
"375","NOT HOT",2018,"100D","AWD",17179,"Silver","Other",79491,88939,"Good","Groove Toyota",4.9,655,4.8,5,"False","False",36,1
"376","NOT HOT",2018,"75D","AWD",9250,"White","White",69999,65050,"Fair","CNC Motors, Inc.",5,5,4.8,5,"False","False",54,1
"377","HOT CAR",2018,"75D","AWD",14808,"Black","Black",64450,69685,"Good","Fritz in Fishers",4.1,205,4.8,5,"True","False",8,1
"378","HOT CAR",2018,"75D","AWD",14701,"Black","Other",64000,69865,"Good","Sarasota Ford",4.9,714,4.8,5,"True","False",4,1
"379","NOT HOT",2018,"75D","AWD",17800,"Black","Other",59494,63789,"Good","Commerce Mitsubishi",4.3,6,4.8,5,"True","False",40,1
"380","NOT HOT",2015,"85D","AWD",30946,"Gray","Other",44555,47091,"Good","Sam Jidd Luxury LLC",3.9,7,4.8,41,"True","False",25,2
"381","NOT HOT",2015,"90D","AWD",22791,"Brown","Beige",42995,45138,"Good","Auto Boutique",4.4,47,4.8,41,"False","False",25,1
"382","NOT HOT",2015,"85D","AWD",40555,"Black","Black",44995,46685,"Good","Godspeed Motors",4.7,57,4.8,41,"False","False",71,1
"383","NOT HOT",2015,"85D","AWD",19170,"Gray","White",52950,55744,"Good","Ash Auto Group",4.6,69,4.8,41,"False","True",171,2
"384","NOT HOT",2016,"70D","AWD",24771,"Blue","Black",49496,51836.0835579515,"not_rating","United Traders, Inc",4.39333333333333,592.363265306122,4.8,27,"False","False",1,1
"385","NOT HOT",2016,"P90D","AWD",43026,"Silver","Gray",47999,51836.0835579515,"not_rating","Drive A Dream",4.7,121,4.8,27,"False","False",80,1
"386","NOT HOT",2016,"70D","AWD",45198,"Blue","Gray",44981,48036,"Good","MemberCar",4.8,164,4.8,27,"False","False",9,1
"387","NOT HOT",2016,"75D","AWD",24200,"Black","Other",59995,64694,"Good","RT28 Motors",4.9,17,4.8,27,"False","False",4,1
"388","NOT HOT",2016,"90D","AWD",18984,"White","White",54999,63480,"Great","World Auto Inc.",4.39333333333333,592.363265306122,4.8,27,"False","False",31,1
"389","NOT HOT",2017,"90D","AWD",17603,"Black","Other",67988,68875,"Good","Chevrolet of Everett",5,73,4.7,25,"True","False",81,2
"390","NOT HOT",2017,"90D","AWD",19000,"Silver","White",69900,73549,"Good","Diablo Motors Auto Sales",5,5,4.7,25,"True","False",20,1
"391","NOT HOT",2017,"75D","AWD",15413,"White","Other",68989,70545,"Good","Mercedes-Benz of Salem",5,171,4.7,25,"False","False",80,1
"392","NOT HOT",2017,"75D","AWD",21266,"Gray","Other",63000,69271,"Good","Courtesy Acura",4.8,3195,4.7,25,"False","False",17,1
"393","HOT CAR",2017,"","AWD",28047,"White","Other",60995,57425,"Fair","Indy Auto Man",4.6,1472,4.7,25,"False","False",5,1
"394","NOT HOT",2018,"75D","AWD",17757,"Black","Black",60990,65444,"Good","Kia of Huntington",4.9,118,4.8,5,"True","False",9,1
"395","HOT CAR",2018,"75D","AWD",18348,"Black","Black",56983,66860,"Great","Greenwich INFINITI",4.8,399,4.8,5,"True","False",4,1
"396","NOT HOT",2018,"75D","AWD",18504,"Black","Black",62399,68213,"Good","Avondale Mitsubishi",4,71,4.8,5,"True","False",16,1
"397","NOT HOT",2018,"75D","AWD",7139,"Black","Other",61555,64860,"Good","Sam Jidd Luxury LLC",3.9,7,4.8,5,"True","False",9,1
"398","NOT HOT",2015,"85D","AWD",38064,"White","Black",49855,48162,"Fair","Jidd Motors",4.7,1418,4.8,41,"False","False",206,1
"399","NOT HOT",2015,"90D","AWD",56851,"Gray","Black",44995,47299,"Good","Imperial Highline",4.6,29,4.8,41,"False","False",115,2
"400","NOT HOT",2015,"SDAUTOFINDERS.COM CLEAN CARFAX MUST SEE","AWD",12400,"Silver","Black",51995,43662,"Fair","San Diego Auto Finder",5,6,4.8,41,"False","False",44,1
"401","NOT HOT",2016,"70D","AWD",35597,"Brown","Black",47995,49927,"Good","Imperial Highline",4.6,29,4.8,27,"False","False",367,1
"402","NOT HOT",2016,"P90D","AWD",33392,"Silver","Black",53799,64865,"Great","Motor Cars of Nashville",4.3,40,4.8,27,"False","False",15,1
"403","NOT HOT",2016,"70D","AWD",24289,"Silver","Black",42990,54455,"Great","Auto Show Sales & Service",4.8,338,4.8,27,"False","False",8,1
"404","NOT HOT",2016,"70D","AWD",52993,"Blue","Gray",44989,51046,"Good","Auto Centrix",5,6,4.8,27,"False","True",9,1
"405","NOT HOT",2016,"90D","AWD",37347,"White","Black",47990,51836.0835579515,"not_rating","Georgia Auto World",3.2,51,4.8,27,"False","False",31,1
"406","HOT CAR",2016,"90D","AWD",21860,"Gray","Gray",56999,60364,"Good","Las Vegas Auto Sport",3.4,10,4.8,27,"False","False",10,1
"407","NOT HOT",2017,"90D","AWD",12000,"Gray","Black",69900,73549,"Good","Diablo Motors Auto Sales",5,5,4.7,25,"True","False",80,1
